Player,pct_2P_2017,pct_0-3_2017,pct_3-10_2017,pct_10-16_2017,pct_16-3P_2017,pct_3P_2017,att_2P_2017,att_0-3_2017,att_3-10_2017,att_10-16_2017,att_16-3P_2017,att_3P_2017
Leandro Barbosa,.750,.321,.120,.082,.230,.250,.466,.595,.319,.375,.389,.357
J.J. Barea,.569,.146,.169,.125,.128,.431,.456,.540,.414,.442,.432,.358
Harrison Barnes,.827,.183,.186,.194,.265,.173,.492,.679,.483,.452,.398,.351
Matt Barnes,.444,.220,.114,.032,.080,.556,.467,.577,.389,.133,.395,.331
Matt Barnes,.449,.209,.133,.031,.078,.551,.453,.563,.412,.083,.367,.327
Matt Barnes,.422,.267,.033,.033,.089,.578,.526,.625,.000,.333,.500,.346
Will Barton,.647,.303,.174,.095,.077,.353,.483,.579,.379,.460,.353,.370
Brandon Bass,.984,.532,.118,.237,.097,.016,.579,.687,.500,.477,.333,.333
Nicolas Batum,.585,.117,.102,.182,.185,.415,.453,.640,.384,.435,.389,.333
Jerryd Bayless,.844,.313,.094,.250,.188,.156,.333,.700,.333,.125,.000,.400
Aron Baynes,1.000,.513,.251,.136,.100,.000,.513,.566,.429,.526,.429,
Kent Bazemore,.631,.272,.100,.062,.198,.369,.446,.566,.222,.311,.434,.346
Bradley Beal,.582,.238,.101,.085,.157,.418,.538,.634,.425,.469,.505,.404
Malik Beasley,.616,.466,.014,.068,.068,.384,.533,.618,.000,.200,.400,.321
Michael Beasley,.894,.303,.246,.167,.175,.106,.545,.699,.490,.456,.451,.419
Marco Belinelli,.540,.132,.052,.052,.306,.460,.488,.667,.344,.469,.436,.360
DeAndre' Bembry,.816,.582,.092,.092,.051,.184,.575,.632,.333,.333,.800,.056
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Dragan Bender,.373,.205,.062,.019,.087,.627,.483,.576,.500,.667,.214,.277
Anthony Bennett,.478,.370,.087,.011,.011,.522,.568,.676,.250,.000,.000,.271
Ben Bentil,.667,.000,.333,.000,.333,.333,.000,,.000,,.000,.000
Dāvis Bertāns,.261,.150,.030,.026,.056,.739,.557,.714,.286,.167,.462,.399
Patrick Beverley,.470,.210,.173,.055,.033,.530,.463,.544,.436,.367,.222,.382
Bismack Biyombo,1.000,.581,.319,.077,.029,.000,.528,.680,.324,.346,.100,
Nemanja Bjelica,.503,.264,.177,.034,.028,.497,.531,.638,.444,.250,.400,.316
Tarik Black,.993,.667,.262,.037,.024,.007,.510,.622,.286,.364,.143,.500
Eric Bledsoe,.700,.278,.143,.105,.178,.300,.477,.606,.459,.385,.332,.335
Bojan Bogdanović,.536,.290,.102,.077,.067,.464,.512,.620,.395,.308,.456,.367
Bojan Bogdanović,.547,.319,.092,.074,.062,.453,.509,.610,.411,.289,.395,.357
Bojan Bogdanović,.509,.214,.128,.085,.081,.491,.521,.660,.367,.350,.579,.391
Andrew Bogut,.988,.457,.469,.062,.000,.012,.475,.568,.421,.200,,.000
Andrew Bogut,.988,.457,.469,.062,.000,.012,.475,.568,.421,.200,,.000
Andrew Bogut,,,,,,,,,,,,
Joel Bolomboy,.750,.500,.188,.000,.063,.250,.667,.750,.667,,.000,.250
Devin Booker,.717,.202,.129,.156,.229,.283,.447,.578,.443,.381,.381,.363
Trevor Booker,.868,.450,.281,.058,.080,.132,.546,.658,.476,.324,.319,.321
Avery Bradley,.643,.270,.076,.066,.231,.357,.504,.622,.356,.529,.408,.390
Corey Brewer,.661,.408,.193,.040,.020,.339,.522,.613,.328,.571,.429,.229
Corey Brewer,.586,.383,.167,.022,.013,.414,.541,.598,.395,.400,1.000,.234
Corey Brewer,.802,.455,.240,.074,.033,.198,.495,.636,.241,.667,.000,.208
Malcolm Brogdon,.696,.406,.118,.083,.088,.304,.480,.562,.333,.396,.375,.404
Aaron Brooks,.573,.190,.153,.113,.117,.427,.424,.421,.413,.529,.343,.375
Anthony Brown,.460,.140,.100,.060,.160,.540,.478,.571,.400,.333,.500,.259
Anthony Brown,.415,.171,.098,.049,.098,.585,.471,.571,.500,.000,.500,.250
Anthony Brown,.667,.000,.111,.111,.444,.333,.500,,.000,1.000,.500,.333
Bobby Brown,.417,.067,.133,.100,.117,.583,.360,.250,.375,.333,.429,.400
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jaylen Brown,.681,.404,.130,.076,.073,.319,.507,.614,.382,.344,.290,.341
Nicolás Brussino,.326,.085,.064,.028,.149,.674,.500,.750,.556,.250,.381,.305
Reggie Bullock,.430,.227,.055,.047,.102,.570,.473,.655,.143,.333,.308,.384
Trey Burke,.725,.137,.086,.184,.314,.275,.459,.514,.455,.489,.425,.443
Alec Burks,.694,.270,.185,.117,.121,.306,.430,.388,.478,.552,.333,.329
Jimmy Butler,.802,.282,.125,.164,.232,.198,.477,.612,.513,.376,.366,.367
Bruno Caboclo,.625,.313,.125,.000,.188,.375,.400,.400,.000,,.667,.333
José Calderón,.522,.142,.022,.090,.269,.478,.500,.737,.000,.333,.472,.313
José Calderón,.558,.104,.039,.143,.273,.442,.465,.750,.000,.364,.476,.353
José Calderón,.474,.193,.000,.018,.263,.526,.556,.727,,.000,.467,.267
Kentavious Caldwell-Pope,.529,.152,.079,.113,.185,.471,.442,.610,.274,.381,.413,.350
Isaiah Canaan,.457,.150,.127,.064,.116,.543,.481,.538,.636,.273,.350,.266
Clint Capela,1.000,.787,.202,.005,.004,.000,.643,.725,.342,.333,.500,
DeMarre Carroll,.418,.169,.133,.044,.073,.582,.483,.634,.370,.375,.400,.341
Vince Carter,.396,.182,.092,.047,.076,.604,.418,.483,.444,.174,.378,.378
Michael Carter-Williams,.791,.265,.294,.144,.088,.209,.401,.519,.378,.295,.296,.234
Omri Casspi,.738,.433,.287,.018,.006,.262,.512,.620,.383,.000,.000,.349
Omri Casspi,.752,.453,.274,.017,.009,.248,.477,.604,.313,.000,.000,.379
Omri Casspi,.556,.444,.111,.000,.000,.444,.600,.500,1.000,,,.500
Omri Casspi,.737,.368,.368,.026,.000,.263,.607,.714,.500,.000,,.200
Willie Cauley-Stein,.996,.449,.326,.123,.098,.004,.532,.722,.382,.373,.362,.000
Tyson Chandler,1.000,.895,.096,.004,.004,.000,.671,.711,.364,.000,.000,
Wilson Chandler,.653,.266,.190,.093,.104,.347,.527,.680,.433,.391,.429,.337
Marquese Chriss,.646,.411,.111,.046,.076,.354,.520,.615,.386,.310,.333,.321
Rakeem Christmas,1.000,.628,.256,.047,.047,.000,.442,.556,.364,.000,.000,
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Semaj Christon,.717,.283,.148,.148,.143,.283,.406,.492,.364,.364,.313,.190
Ian Clark,.624,.236,.127,.139,.122,.376,.556,.676,.436,.467,.547,.374
Jordan Clarkson,.668,.246,.205,.109,.106,.332,.503,.627,.445,.419,.425,.329
Norris Cole,.750,.173,.154,.135,.288,.250,.333,.333,.375,.286,.333,.231
Darren Collison,.755,.223,.150,.112,.272,.245,.495,.597,.439,.450,.459,.417
Nick Collison,.957,.565,.304,.043,.043,.043,.636,.769,.429,.000,1.000,.000
Mike Conley,.585,.199,.135,.083,.167,.415,.497,.607,.471,.405,.432,.408
Pat Connaughton,.542,.375,.056,.014,.097,.458,.513,.667,.250,.000,.143,.515
Quinn Cook,.606,.167,.106,.106,.212,.394,.550,.545,.857,.571,.429,.423
Quinn Cook,.440,.040,.120,.080,.160,.560,.545,.000,1.000,.000,.750,.357
Quinn Cook,.707,.244,.098,.122,.244,.293,.552,.600,.750,.800,.300,.500
DeMarcus Cousins,.747,.339,.214,.054,.139,.253,.483,.604,.408,.312,.372,.361
DeMarcus Cousins,.761,.327,.227,.058,.147,.239,.482,.615,.406,.277,.390,.356
DeMarcus Cousins,.694,.379,.166,.038,.111,.306,.486,.571,.423,.500,.286,.375
Robert Covington,.437,.288,.101,.016,.031,.563,.484,.588,.257,.333,.348,.333
Allen Crabbe,.533,.153,.088,.070,.224,.467,.490,.646,.404,.467,.421,.444
Jamal Crawford,.630,.093,.125,.122,.292,.370,.443,.556,.385,.434,.433,.360
Jordan Crawford,.564,.106,.170,.083,.206,.436,.553,.826,.595,.611,.356,.389
Jae Crowder,.453,.213,.039,.038,.164,.547,.540,.739,.321,.444,.356,.398
Dante Cunningham,.496,.284,.084,.028,.100,.504,.579,.676,.467,.300,.472,.392
Seth Curry,.542,.129,.127,.088,.198,.458,.528,.637,.584,.516,.424,.425
Stephen Curry,.453,.219,.069,.049,.116,.547,.537,.642,.400,.451,.455,.411
Troy Daniels,.283,.044,.026,.048,.166,.717,.336,.318,.385,.250,.354,.389
Anthony Davis,.912,.283,.233,.168,.228,.088,.524,.706,.454,.467,.414,.299
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Deyonta Davis,1.000,.638,.149,.021,.191,.000,.511,.633,.571,.000,.111,
Ed Davis,1.000,.718,.275,.007,.000,.000,.528,.578,.385,1.000,,
Dewayne Dedmon,1.000,.722,.178,.058,.042,.000,.622,.706,.391,.400,.455,
Sam Dekker,.564,.436,.098,.012,.023,.436,.591,.647,.357,.400,.500,.321
Malcolm Delaney,.716,.121,.067,.070,.459,.284,.428,.426,.269,.296,.472,.236
Matthew Dellavedova,.597,.150,.266,.101,.077,.403,.404,.400,.430,.389,.366,.367
Luol Deng,.611,.283,.094,.083,.156,.389,.436,.617,.350,.286,.227,.309
DeMar DeRozan,.920,.158,.216,.236,.310,.080,.484,.668,.482,.493,.384,.266
Cheick Diallo,1.000,.276,.158,.289,.263,.000,.474,.810,.417,.318,.350,
Boris Diaw,.752,.373,.156,.076,.147,.248,.512,.664,.431,.440,.250,.247
Gorgui Dieng,.935,.337,.177,.135,.286,.065,.511,.641,.436,.449,.434,.372
Spencer Dinwiddie,.666,.295,.156,.132,.089,.334,.478,.584,.362,.325,.556,.376
Toney Douglas,.641,.188,.145,.111,.197,.359,.480,.591,.529,.231,.478,.167
Goran Dragić,.743,.267,.187,.177,.113,.257,.499,.610,.486,.417,.386,.405
Andre Drummond,.992,.494,.420,.070,.004,.008,.532,.684,.381,.406,.000,.286
Jared Dudley,.413,.147,.032,.061,.173,.587,.559,.706,.364,.524,.483,.379
Mike Dunleavy,.391,.209,.032,.027,.123,.609,.465,.652,.000,.333,.296,.396
Mike Dunleavy,.367,.211,.067,.022,.067,.633,.485,.737,.000,.500,.167,.351
Mike Dunleavy,.408,.208,.008,.031,.162,.592,.453,.593,.000,.250,.333,.429
Kris Dunn,.767,.240,.150,.083,.294,.233,.404,.507,.426,.269,.348,.288
Kevin Durant,.696,.268,.116,.161,.151,.304,.608,.796,.487,.430,.555,.375
Jarell Eddie,.158,.105,.000,.053,.000,.842,.667,1.000,,.000,,.250
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Henry Ellenson,.453,.219,.047,.047,.156,.547,.448,.643,.333,.000,.300,.286
Wayne Ellington,.290,.047,.016,.023,.204,.710,.509,.846,.444,.154,.478,.378
Monta Ellis,.758,.262,.151,.086,.259,.242,.483,.616,.500,.417,.361,.319
Joel Embiid,.772,.324,.191,.170,.086,.228,.495,.640,.366,.370,.486,.367
James Ennis III,.573,.421,.075,.012,.065,.427,.516,.600,.250,.500,.286,.372
Tyler Ennis,.663,.322,.197,.082,.063,.337,.457,.567,.390,.294,.308,.386
Tyler Ennis,.750,.328,.297,.047,.078,.250,.396,.667,.263,.000,.000,.375
Tyler Ennis,.625,.319,.153,.097,.056,.375,.489,.522,.500,.357,.500,.389
Tyreke Evans,.681,.395,.154,.024,.108,.319,.429,.514,.316,.333,.300,.356
Tyreke Evans,.692,.445,.123,.013,.110,.308,.446,.535,.214,.333,.360,.300
Tyreke Evans,.664,.315,.203,.042,.105,.336,.400,.467,.414,.333,.200,.438
Dante Exum,.590,.435,.094,.033,.030,.410,.519,.551,.471,.417,.273,.295
Kenneth Faried,.986,.639,.281,.038,.026,.014,.556,.654,.393,.438,.091,.000
Jordan Farmar,.250,.167,.083,.000,.000,.750,.000,.000,.000,,,.444
Derrick Favors,.976,.391,.201,.177,.206,.024,.491,.607,.476,.432,.337,.300
Kay Felder,.861,.342,.108,.133,.278,.139,.404,.500,.059,.381,.432,.318
Cristiano Felício,1.000,.729,.118,.032,.127,.000,.579,.658,.423,.429,.286,
Raymond Felton,.720,.286,.140,.066,.228,.280,.473,.612,.403,.324,.385,.319
Yogi Ferrell,.553,.190,.094,.089,.178,.447,.422,.533,.378,.400,.343,.386
Yogi Ferrell,.449,.163,.041,.061,.184,.551,.455,.625,.500,.333,.333,.296
Yogi Ferrell,.568,.194,.101,.093,.177,.432,.418,.522,.371,.406,.344,.403
Dorian Finney-Smith,.426,.261,.075,.024,.069,.574,.479,.609,.280,.125,.304,.293
Bryn Forbes,.465,.030,.061,.091,.283,.535,.413,.000,.333,.222,.536,.321
Evan Fournier,.613,.276,.166,.065,.105,.387,.491,.591,.416,.450,.378,.356
Randy Foye,.375,.182,.105,.012,.077,.625,.418,.542,.324,.250,.280,.330
Tim Frazier,.683,.304,.149,.074,.156,.317,.446,.577,.317,.267,.397,.313
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Enes Freedom,.948,.571,.212,.081,.084,.052,.568,.637,.526,.333,.435,.132
Channing Frye,.356,.129,.077,.058,.094,.644,.546,.642,.400,.533,.531,.409
Danilo Gallinari,.568,.208,.073,.097,.188,.432,.491,.679,.382,.329,.411,.389
Langston Galloway,.435,.090,.061,.057,.229,.565,.367,.510,.121,.355,.376,.390
Langston Galloway,.392,.095,.050,.050,.200,.608,.370,.500,.182,.364,.352,.377
Langston Galloway,.615,.067,.106,.087,.356,.385,.359,.571,.000,.333,.432,.475
Patricio Garino,.286,.000,.000,.000,.286,.714,.000,,,,.000,.000
Marc Gasol,.769,.129,.255,.196,.189,.231,.480,.673,.480,.441,.388,.388
Pau Gasol,.828,.232,.260,.109,.227,.172,.494,.614,.452,.364,.482,.538
Rudy Gay,.744,.233,.210,.140,.161,.256,.483,.689,.430,.387,.338,.372
Michael Gbinije,.600,.400,.000,.000,.200,.400,.167,.250,,,.000,.000
Alonzo Gee,.786,.429,.143,.143,.000,.214,.273,.500,.000,.000,,.000
Paul George,.632,.131,.099,.121,.283,.368,.501,.625,.489,.411,.484,.393
Marcus Georges-Hunt,.714,.286,.286,.000,.143,.286,.200,.000,.500,,.000,.500
Jonathan Gibson,.526,.179,.063,.095,.189,.474,.400,.412,.333,.556,.333,.333
Taj Gibson,.982,.423,.283,.142,.131,.018,.520,.677,.448,.376,.333,.231
Taj Gibson,.977,.419,.287,.140,.130,.023,.529,.680,.454,.405,.348,.167
Taj Gibson,.994,.436,.274,.151,.134,.006,.494,.667,.429,.296,.292,1.000
Manu Ginóbili*,.483,.214,.123,.091,.057,.517,.387,.521,.296,.350,.120,.392
Rudy Gobert,.998,.845,.144,.005,.002,.002,.662,.731,.278,.667,.000,.000
Archie Goodwin,.773,.606,.091,.015,.061,.227,.608,.600,.667,1.000,.500,.333
Archie Goodwin,.600,.400,.200,.000,.000,.400,.333,.000,1.000,,,.500
Archie Goodwin,.787,.623,.082,.016,.066,.213,.625,.632,.600,1.000,.500,.308
Aaron Gordon,.691,.361,.092,.106,.131,.309,.528,.683,.325,.446,.319,.288
Eric Gordon,.349,.194,.094,.015,.044,.651,.468,.574,.365,.200,.333,.372
Marcin Gortat,.997,.522,.312,.141,.022,.003,.580,.702,.486,.368,.400,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Treveon Graham,.625,.275,.175,.025,.150,.375,.400,.455,.429,1.000,.167,.600
Jerami Grant,.646,.375,.131,.049,.091,.354,.514,.642,.395,.250,.300,.371
Jerami Grant,.882,.294,.176,.059,.353,.118,.400,.600,.333,.000,.333,.000
Jerami Grant,.633,.379,.129,.048,.077,.367,.523,.644,.400,.267,.292,.377
Jerian Grant,.555,.179,.096,.113,.166,.445,.473,.630,.345,.441,.400,.366
Danny Green,.307,.111,.071,.053,.071,.693,.420,.540,.406,.208,.406,.379
Draymond Green,.595,.394,.138,.035,.031,.405,.494,.637,.211,.174,.250,.308
Gerald Green,.522,.147,.095,.164,.121,.478,.463,.647,.364,.395,.393,.351
JaMychal Green,.710,.434,.084,.058,.136,.290,.549,.608,.310,.414,.559,.379
Jeff Green,.654,.233,.174,.111,.136,.346,.458,.562,.433,.419,.342,.275
Blake Griffin,.884,.348,.192,.061,.283,.116,.514,.669,.409,.322,.436,.336
Justin Hamilton,.525,.264,.164,.063,.032,.475,.598,.740,.484,.417,.417,.306
A.J. Hammons,.762,.190,.071,.143,.357,.238,.375,.500,.000,.167,.467,.500
Tim Hardaway Jr.,.543,.292,.078,.066,.107,.457,.537,.654,.408,.400,.398,.357
James Harden,.507,.242,.134,.076,.053,.493,.530,.682,.364,.419,.427,.347
Maurice Harkless,.689,.522,.112,.014,.042,.311,.572,.613,.457,.444,.385,.351
Justin Harper,.417,.083,.167,.083,.083,.583,.600,1.000,.000,1.000,1.000,.286
Montrezl Harrell,.980,.687,.197,.032,.064,.020,.663,.751,.515,.091,.455,.143
Devin Harris,.481,.270,.109,.012,.091,.519,.476,.565,.297,.500,.419,.328
Gary Harris,.600,.383,.096,.042,.077,.400,.558,.656,.361,.444,.388,.420
Joe Harris,.390,.249,.066,.017,.058,.610,.489,.556,.417,.500,.286,.385
Manny Harris,.867,.267,.333,.000,.267,.133,.231,.500,.200,,.000,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Tobias Harris,.705,.207,.220,.169,.108,.295,.537,.705,.474,.444,.487,.347
Aaron Harrison,.500,.000,.000,.000,.500,.500,.000,,,,.000,.000
Andrew Harrison,.567,.272,.100,.075,.122,.433,.363,.459,.333,.148,.295,.276
Udonis Haslem,.870,.478,.217,.000,.174,.130,.550,.818,.400,,.000,.000
Spencer Hawes,.708,.336,.170,.119,.083,.292,.556,.688,.511,.424,.304,.309
Spencer Hawes,.748,.362,.170,.119,.096,.252,.540,.646,.541,.462,.238,.291
Spencer Hawes,.559,.237,.169,.119,.034,.441,.636,.929,.400,.286,1.000,.346
Gordon Hayward,.676,.230,.126,.138,.181,.324,.506,.692,.425,.444,.378,.398
Gerald Henderson,.687,.203,.119,.190,.172,.313,.455,.634,.364,.410,.368,.353
John Henson,.997,.511,.356,.052,.081,.003,.516,.633,.445,.250,.240,.000
Juancho Hernangómez,.496,.353,.098,.018,.031,.504,.495,.595,.318,.000,.143,.407
Willy Hernangómez,.968,.606,.219,.077,.060,.032,.538,.621,.431,.417,.286,.267
Mario Hezonja,.564,.182,.097,.042,.242,.436,.398,.517,.375,.357,.325,.299
Roy Hibbert,1.000,.395,.313,.116,.177,.000,.544,.690,.435,.529,.423,
Roy Hibbert,1.000,.389,.313,.118,.181,.000,.542,.696,.422,.529,.423,
Roy Hibbert,1.000,.667,.333,.000,.000,.000,.667,.500,1.000,,,
Buddy Hield,.506,.197,.091,.100,.117,.494,.461,.550,.414,.442,.367,.391
Buddy Hield,.488,.246,.068,.062,.113,.512,.417,.517,.219,.276,.396,.369
Buddy Hield,.534,.118,.128,.162,.125,.466,.525,.657,.579,.542,.324,.428
Nenê,.977,.637,.126,.083,.131,.023,.624,.723,.500,.364,.423,.333
George Hill,.616,.203,.134,.144,.132,.384,.523,.675,.469,.483,.400,.403
Jordan Hill,1.000,.385,.231,.154,.231,.000,.385,.600,.000,.000,.667,
Solomon Hill,.435,.276,.077,.048,.029,.565,.428,.523,.270,.304,.214,.348
Darrun Hilliard,.635,.135,.135,.079,.286,.365,.438,.647,.294,.500,.389,.261
Jrue Holiday,.685,.292,.158,.095,.140,.315,.498,.598,.461,.506,.328,.356
Justin Holiday,.493,.197,.048,.071,.177,.507,.513,.642,.423,.474,.411,.355
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Rondae Hollis-Jefferson,.876,.483,.181,.138,.072,.124,.463,.584,.296,.347,.308,.224
Richaun Holmes,.813,.483,.184,.070,.075,.187,.606,.734,.421,.379,.452,.351
Rodney Hood,.539,.123,.161,.140,.116,.461,.440,.573,.383,.409,.416,.371
Al Horford,.698,.213,.220,.127,.136,.302,.524,.708,.472,.392,.450,.355
Danuel House Jr.,,,,,,,,,,,,
Dwight Howard,.997,.757,.175,.029,.038,.003,.635,.735,.327,.333,.261,.000
Marcelo Huertas,.721,.132,.279,.279,.029,.279,.429,.667,.316,.474,.000,.211
Josh Huestis,.636,.364,.091,.000,.182,.364,.571,.750,.000,,.500,.500
Kris Humphries,.748,.374,.079,.168,.131,.252,.425,.538,.059,.333,.429,.352
R.J. Hunter,.000,.000,.000,.000,.000,1.000,,,,,,.000
Serge Ibaka,.677,.146,.189,.177,.165,.323,.522,.727,.457,.466,.475,.391
Serge Ibaka,.696,.171,.189,.168,.168,.304,.532,.725,.496,.449,.458,.388
Serge Ibaka,.631,.082,.190,.201,.158,.369,.494,.739,.358,.500,.523,.398
Andre Iguodala,.573,.361,.043,.034,.133,.427,.651,.767,.333,.286,.545,.362
Ersan İlyasova,.548,.245,.098,.081,.124,.452,.496,.601,.368,.375,.473,.353
Ersan İlyasova,.250,.250,.000,.000,.000,.750,.750,.750,,,,.250
Ersan İlyasova,.540,.235,.100,.077,.128,.460,.509,.658,.369,.320,.458,.359
Ersan İlyasova,.593,.274,.097,.097,.119,.407,.455,.452,.364,.500,.519,.348
Joe Ingles,.381,.182,.073,.040,.086,.619,.471,.671,.333,.222,.282,.441
Brandon Ingram,.727,.278,.141,.150,.159,.273,.443,.607,.289,.330,.394,.294
Kyrie Irving,.689,.264,.123,.159,.144,.311,.505,.603,.362,.469,.485,.401
Jarrett Jack,.667,.333,.000,.000,.333,.333,1.000,1.000,,,1.000,.000
Demetrius Jackson,.750,.250,.000,.000,.500,.250,.667,1.000,,,.500,1.000
Pierre Jackson,.718,.282,.077,.103,.256,.282,.357,.455,.333,.250,.300,.273
Reggie Jackson,.728,.232,.207,.129,.161,.272,.442,.510,.371,.437,.440,.359
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
LeBron James,.746,.432,.106,.105,.102,.254,.611,.780,.385,.440,.307,.363
Al Jefferson,.998,.289,.382,.214,.108,.002,.500,.662,.522,.327,.353,.000
Richard Jefferson,.458,.292,.087,.023,.055,.542,.580,.770,.200,.500,.211,.333
John Jenkins,.600,.000,.000,.000,.600,.400,.333,,,,.333,.500
Brandon Jennings,.529,.215,.099,.099,.116,.471,.399,.496,.245,.434,.323,.313
Brandon Jennings,.534,.228,.096,.096,.114,.466,.415,.510,.268,.415,.347,.340
Brandon Jennings,.509,.160,.113,.113,.123,.491,.333,.412,.167,.500,.231,.212
Jonas Jerebko,.504,.248,.164,.031,.061,.496,.523,.646,.349,.250,.625,.346
Amir Johnson,.822,.524,.268,.014,.014,.178,.612,.716,.434,.400,.400,.409
Brice Johnson,1.000,.429,.429,.143,.000,.000,.286,.667,.000,.000,,
James Johnson,.667,.354,.159,.083,.073,.333,.548,.632,.451,.469,.429,.340
Joe Johnson,.588,.077,.224,.126,.157,.412,.454,.708,.457,.405,.378,.411
Stanley Johnson,.578,.123,.151,.129,.175,.422,.398,.644,.255,.511,.266,.292
Tyler Johnson,.697,.261,.149,.087,.198,.303,.460,.595,.439,.292,.374,.372
Wesley Johnson,.410,.150,.035,.040,.185,.590,.537,.633,.714,.500,.432,.246
Nikola Jokić,.837,.349,.293,.097,.102,.163,.628,.674,.624,.530,.552,.324
Dahntay Jones,.750,.250,.250,.125,.125,.250,.500,1.000,.000,.000,1.000,.000
Damian Jones,1.000,.563,.000,.000,.438,.000,.500,.778,,,.143,
Derrick Jones Jr.,.909,.620,.149,.050,.091,.091,.591,.733,.278,.500,.182,.273
James Jones,.283,.065,.022,.054,.141,.717,.500,.667,.000,.800,.385,.470
Terrence Jones,.848,.396,.307,.055,.085,.152,.508,.677,.364,.370,.357,.253
Terrence Jones,.847,.399,.305,.055,.084,.153,.512,.677,.369,.370,.366,.253
Terrence Jones,1.000,.000,.667,.000,.333,.000,.000,,.000,,.000,
Tyus Jones,.597,.227,.171,.088,.110,.403,.454,.537,.452,.500,.250,.356
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
DeAndre Jordan,.997,.877,.120,.000,.000,.003,.717,.753,.449,,,.000
Cory Joseph,.796,.248,.212,.120,.216,.204,.477,.598,.421,.380,.448,.356
Frank Kaminsky,.559,.214,.213,.074,.056,.441,.455,.587,.427,.305,.267,.328
Ryan Kelly,.643,.179,.179,.071,.214,.357,.222,.400,.000,.500,.167,.400
