Player,pct_2P_2010,pct_0-3_2010,pct_3-10_2010,pct_10-16_2010,pct_16-3P_2010,pct_3P_2010,att_2P_2010,att_0-3_2010,att_3-10_2010,att_10-16_2010,att_16-3P_2010,att_3P_2010
Jonathan Bender,.610,.340,.050,.040,.180,.390,.426,.500,.200,.250,.389,.359
Mike Bibby,.497,.070,.033,.045,.349,.503,.444,.533,.619,.276,.431,.389
Andris Biedriņš,1.000,.657,.336,.007,.000,.000,.591,.711,.370,.000,,
Chauncey Billups,.577,.213,.062,.103,.199,.423,.441,.537,.367,.364,.403,.386
DeJuan Blair,.996,.707,.220,.059,.010,.004,.558,.626,.367,.483,.400,.000
Steve Blake,.437,.090,.029,.079,.239,.563,.443,.574,.400,.366,.424,.395
Steve Blake,.417,.082,.028,.082,.225,.583,.439,.586,.400,.414,.400,.377
Steve Blake,.479,.108,.030,.072,.269,.521,.450,.556,.400,.250,.467,.437
Andray Blatche,.956,.345,.194,.159,.257,.044,.487,.623,.423,.409,.401,.295
Keith Bogans,.342,.242,.050,.020,.030,.658,.490,.597,.200,.333,.222,.357
Andrew Bogut,.998,.447,.468,.069,.013,.002,.521,.634,.437,.333,.667,.000
Matt Bonner,.379,.081,.164,.062,.073,.621,.539,.667,.525,.478,.481,.390
Josh Boone,1.000,.740,.108,.103,.049,.000,.525,.588,.292,.435,.273,
Carlos Boozer,1.000,.456,.204,.148,.192,.000,.562,.679,.469,.475,.450,
Chris Bosh*,.981,.351,.217,.189,.224,.019,.521,.661,.438,.425,.463,.364
Ryan Bowen,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,
Earl Boykins,.851,.124,.146,.256,.323,.149,.446,.640,.407,.495,.354,.317
Elton Brand,.999,.261,.225,.372,.141,.001,.481,.585,.487,.429,.413,.000
Corey Brewer,.750,.335,.083,.075,.257,.250,.459,.607,.316,.380,.336,.346
Ronnie Brewer,.928,.517,.023,.054,.333,.072,.505,.649,.200,.174,.357,.258
Ronnie Brewer,.925,.524,.024,.055,.322,.075,.514,.651,.200,.174,.373,.258
Ronnie Brewer,1.000,.308,.000,.000,.692,.000,.231,.500,,,.111,
Primož Brezec,1.000,.346,.154,.231,.269,.000,.346,.333,.500,.167,.429,
Primož Brezec,1.000,.385,.154,.308,.154,.000,.154,.000,.500,.000,.500,
Primož Brezec,1.000,.308,.154,.154,.385,.000,.538,.750,.500,.500,.400,
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jon Brockman,1.000,.709,.146,.039,.107,.000,.534,.616,.333,.500,.273,
Aaron Brooks,.606,.258,.087,.099,.162,.394,.454,.487,.474,.439,.400,.398
Bobby Brown,.586,.181,.089,.063,.253,.414,.446,.628,.571,.067,.367,.265
Bobby Brown,.566,.191,.079,.046,.250,.434,.500,.724,.583,.143,.368,.258
Bobby Brown,.624,.165,.106,.094,.259,.376,.358,.429,.556,.000,.364,.281
Derrick Brown,.952,.660,.048,.095,.150,.048,.471,.536,.286,.286,.364,.286
Devin Brown,.546,.280,.080,.053,.133,.454,.396,.554,.276,.105,.250,.354
Devin Brown,.548,.286,.089,.046,.126,.452,.416,.559,.276,.133,.293,.367
Devin Brown,.528,.222,.000,.111,.194,.472,.211,.500,,.000,.000,.235
Kwame Brown,.992,.605,.250,.105,.032,.008,.504,.560,.387,.462,.500,.000
Shannon Brown,.681,.253,.063,.074,.291,.319,.474,.587,.405,.364,.419,.328
Kobe Bryant*,.808,.212,.132,.221,.243,.192,.487,.581,.449,.483,.429,.329
Chase Budinger,.559,.283,.057,.057,.163,.441,.497,.588,.344,.313,.457,.369
Caron Butler,.862,.249,.104,.087,.422,.138,.450,.508,.358,.286,.473,.290
Caron Butler,.863,.238,.121,.073,.431,.137,.447,.545,.333,.275,.455,.263
Caron Butler,.860,.272,.070,.112,.406,.140,.456,.443,.440,.300,.510,.340
Rasual Butler,.503,.129,.036,.114,.225,.497,.482,.670,.484,.384,.423,.336
Andrew Bynum,.999,.536,.346,.094,.022,.001,.571,.699,.454,.354,.200,.000
Will Bynum,.897,.358,.110,.116,.313,.103,.470,.602,.288,.339,.431,.218
José Calderón,.699,.257,.025,.069,.349,.301,.519,.658,.357,.513,.429,.398
Marcus Camby,.986,.511,.100,.122,.253,.014,.478,.578,.440,.443,.307,.286
Marcus Camby,.983,.511,.101,.121,.250,.017,.469,.593,.417,.442,.247,.333
Marcus Camby,.993,.510,.097,.124,.262,.007,.500,.541,.500,.444,.447,.000
Brian Cardinal,.750,.111,.111,.167,.361,.250,.407,.500,.500,.667,.231,.333
Rodney Carney,.521,.284,.082,.035,.121,.479,.490,.563,.348,.600,.382,.304
DeMarre Carroll,.973,.324,.095,.090,.464,.027,.407,.528,.286,.200,.388,.000
Matt Carroll,.620,.120,.060,.160,.280,.380,.452,.333,.333,.625,.429,.211
Anthony Carter,.652,.265,.088,.039,.260,.348,.500,.667,.438,.286,.383,.270
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Vince Carter,.681,.244,.092,.140,.205,.319,.456,.552,.409,.380,.413,.367
Omri Casspi,.698,.274,.201,.057,.167,.302,.480,.658,.319,.474,.384,.369
Mario Chalmers,.480,.200,.090,.070,.119,.520,.491,.560,.537,.438,.370,.318
Tyson Chandler,1.000,.816,.116,.032,.037,.000,.574,.645,.318,.000,.286,
Wilson Chandler,.826,.370,.134,.081,.241,.174,.524,.682,.409,.429,.377,.267
Earl Clark,.967,.205,.172,.139,.450,.033,.370,.548,.346,.286,.324,.400
Jarron Collins,1.000,.484,.355,.097,.065,.000,.387,.533,.273,.000,.500,
Jason Collins,.957,.174,.087,.087,.609,.043,.364,.250,.000,.000,.500,.000
Mardy Collins,.867,.242,.281,.141,.203,.133,.387,.548,.444,.333,.154,.235
Darren Collison,.854,.335,.106,.161,.252,.146,.490,.564,.369,.457,.462,.400
Nick Collison,.987,.650,.142,.058,.136,.013,.593,.677,.455,.389,.429,.250
Mike Conley,.745,.337,.127,.090,.190,.255,.464,.564,.448,.293,.380,.387
Will Conroy,.700,.400,.300,.000,.000,.300,.429,.750,.000,,,.000
Brian Cook,.609,.261,.000,.174,.174,.391,.357,.667,,.250,.000,.222
Daequan Cook,.502,.051,.055,.095,.300,.498,.323,.692,.286,.375,.250,.317
Jamal Crawford,.614,.165,.100,.089,.260,.386,.491,.665,.333,.551,.422,.382
Dante Cunningham,.991,.252,.056,.159,.523,.009,.500,.630,.583,.294,.491,.000
Eddy Curry,1.000,.476,.524,.000,.000,.000,.381,.300,.455,,,
JamesOn Curry,,,,,,,,,,,,
Stephen Curry,.668,.190,.074,.113,.290,.332,.474,.599,.376,.388,.452,.437
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Samuel Dalembert,1.000,.549,.207,.161,.084,.000,.545,.662,.417,.369,.432,
Erick Dampier,.986,.808,.131,.038,.009,.014,.629,.651,.536,.625,.000,.333
Marquis Daniels,.888,.470,.201,.145,.072,.112,.534,.624,.360,.472,.556,.214
Baron Davis,.708,.330,.089,.090,.200,.292,.459,.561,.378,.385,.360,.277
Glen Davis,.986,.495,.226,.104,.161,.014,.444,.536,.333,.379,.356,.000
Paul Davis,1.000,.250,.250,.250,.250,.000,.500,1.000,.000,1.000,.000,
Ricky Davis,.706,.070,.021,.105,.510,.294,.455,.500,.333,.400,.466,.381
Austin Daye,.678,.261,.058,.146,.214,.322,.540,.662,.471,.512,.429,.305
Carlos Delfino,.501,.216,.056,.038,.191,.499,.450,.557,.317,.393,.379,.367
Luol Deng,.918,.294,.114,.089,.421,.082,.474,.621,.440,.422,.391,.386
DeMar DeRozan,.969,.449,.123,.084,.313,.031,.506,.622,.492,.465,.356,.250
Boris Diaw,.734,.387,.129,.049,.168,.266,.541,.645,.470,.289,.431,.320
Yakhouba Diawara,.400,.200,.000,.000,.200,.600,.250,.500,,,.000,.167
Travis Diener,.300,.000,.000,.100,.200,.700,.333,,,1.000,.000,.143
Travis Diener,.167,.000,.000,.000,.167,.833,.000,,,,.000,.200
Travis Diener,.500,.000,.000,.250,.250,.500,.500,,,1.000,.000,.000
DeSagana Diop,1.000,.690,.069,.172,.069,.000,.517,.750,.000,.000,.000,
Keyon Dooling,.515,.148,.037,.111,.219,.485,.419,.583,.417,.333,.352,.376
Joey Dorsey,1.000,.800,.200,.000,.000,.000,.450,.500,.250,,,
Joey Dorsey,1.000,.909,.091,.000,.000,.000,.455,.500,.000,,,
Joey Dorsey,1.000,.667,.333,.000,.000,.000,.444,.500,.333,,,
Toney Douglas,.552,.289,.056,.064,.143,.448,.514,.575,.500,.440,.429,.389
Chris Douglas-Roberts,.906,.440,.119,.124,.223,.094,.464,.556,.324,.338,.430,.259
Goran Dragić,.617,.283,.077,.108,.149,.383,.488,.612,.421,.396,.356,.394
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jared Dudley,.465,.271,.065,.033,.096,.535,.461,.511,.281,.375,.468,.458
Chris Duhon,.428,.224,.062,.024,.118,.572,.404,.475,.357,.364,.302,.349
Tim Duncan*,.990,.303,.309,.238,.140,.010,.522,.680,.494,.426,.404,.182
Mike Dunleavy,.577,.206,.079,.057,.235,.423,.478,.652,.409,.500,.344,.318
Kevin Durant,.790,.245,.107,.203,.235,.210,.506,.703,.444,.445,.380,.365
Wayne Ellington,.638,.196,.078,.063,.301,.362,.441,.648,.457,.357,.319,.395
Monta Ellis,.838,.330,.129,.095,.284,.162,.470,.623,.331,.396,.381,.338
Francisco Elson,1.000,.200,.067,.200,.533,.000,.333,.667,.000,.333,.250,
Francisco Elson,1.000,.154,.077,.231,.538,.000,.308,.500,.000,.333,.286,
Francisco Elson,1.000,.500,.000,.000,.500,.000,.500,1.000,,,.000,
Maurice Evans,.570,.303,.033,.099,.135,.430,.527,.622,.615,.359,.415,.337
Reggie Evans,1.000,.754,.217,.000,.029,.000,.493,.615,.067,,.500,
Tyreke Evans,.879,.512,.129,.041,.197,.121,.485,.591,.340,.396,.326,.255
Jordan Farmar,.555,.260,.047,.089,.159,.445,.483,.590,.458,.304,.415,.376
Raymond Felton,.816,.364,.100,.076,.275,.184,.475,.584,.459,.422,.352,.385
Rudy Fernández,.371,.106,.059,.085,.121,.629,.395,.622,.440,.222,.294,.368
Kyrylo Fesenko,.989,.653,.316,.021,.000,.011,.553,.677,.333,.000,,.000
Michael Finley,.554,.054,.049,.114,.337,.446,.480,.700,.333,.238,.548,.390
Michael Finley,.577,.062,.072,.134,.309,.423,.429,.833,.286,.308,.433,.317
Michael Finley,.529,.046,.023,.092,.368,.471,.543,.500,.500,.125,.656,.463
Derek Fisher,.599,.133,.048,.052,.366,.401,.401,.378,.333,.448,.412,.348
Jonny Flynn,.774,.296,.145,.106,.227,.226,.434,.543,.384,.356,.361,.358
T.J. Ford,.880,.316,.105,.184,.275,.120,.484,.545,.500,.416,.452,.160
Jeff Foster,.978,.609,.174,.022,.174,.022,.489,.607,.250,1.000,.250,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Randy Foye,.706,.107,.118,.092,.389,.294,.442,.636,.260,.439,.444,.346
Channing Frye,.442,.102,.077,.033,.230,.558,.466,.611,.481,.261,.426,.439
Dan Gadzuric,1.000,.584,.124,.191,.090,.000,.438,.558,.273,.235,.375,
Sundiata Gaines,.683,.256,.134,.061,.232,.317,.554,.619,.636,.400,.474,.269
Danilo Gallinari,.474,.182,.040,.056,.195,.526,.469,.580,.486,.385,.387,.381
Francisco García,.665,.159,.028,.097,.381,.335,.504,.786,.600,.294,.433,.390
Kevin Garnett*,.994,.278,.177,.141,.396,.006,.523,.670,.489,.404,.477,.200
Marc Gasol,.998,.516,.312,.114,.057,.002,.582,.702,.493,.419,.297,.000
Pau Gasol,.994,.434,.326,.160,.076,.006,.539,.648,.462,.422,.484,.000
Rudy Gay,.843,.312,.158,.157,.217,.157,.492,.590,.453,.455,.405,.327
Alonzo Gee,.847,.576,.136,.068,.068,.153,.420,.500,.250,.500,.000,.778
Devean George,.403,.121,.039,.029,.214,.597,.494,.520,.625,.333,.477,.390
Daniel Gibson,.444,.116,.063,.049,.216,.556,.454,.548,.412,.538,.397,.477
Taj Gibson,1.000,.475,.130,.191,.203,.000,.494,.582,.463,.408,.391,
J.R. Giddens,.833,.483,.050,.083,.217,.167,.560,.793,.333,.400,.154,.000
J.R. Giddens,.905,.476,.095,.095,.238,.095,.474,.700,.500,.500,.000,.000
J.R. Giddens,.795,.487,.026,.077,.205,.205,.613,.842,.000,.333,.250,.000
Trey Gilder,1.000,.000,.000,.000,1.000,.000,1.000,,,,1.000,
Manu Ginóbili*,.612,.301,.122,.068,.122,.388,.481,.610,.391,.377,.309,.377
Ryan Gomes,.728,.169,.094,.149,.316,.272,.475,.540,.362,.450,.485,.372
Drew Gooden,.987,.467,.214,.115,.191,.013,.483,.548,.473,.290,.452,.125
Drew Gooden,.982,.467,.259,.101,.155,.018,.473,.541,.483,.324,.346,.167
Drew Gooden,.992,.466,.158,.132,.237,.008,.496,.556,.452,.257,.540,.000
Ben Gordon,.665,.170,.099,.107,.289,.335,.465,.496,.522,.507,.411,.321
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Eric Gordon,.591,.353,.069,.032,.136,.409,.503,.596,.444,.200,.364,.371
Marcin Gortat,.987,.604,.238,.115,.031,.013,.540,.635,.519,.154,.286,.000
Joey Graham,.936,.426,.153,.119,.238,.064,.545,.663,.581,.250,.458,.154
Stephen Graham,.792,.358,.058,.054,.321,.208,.542,.605,.500,.615,.468,.320
Danny Granger,.615,.237,.097,.097,.184,.385,.471,.604,.409,.405,.367,.361
Aaron Gray,1.000,.634,.207,.146,.012,.000,.512,.577,.471,.250,1.000,
Aaron Gray,1.000,.571,.190,.238,.000,.000,.381,.500,.000,.400,,
Aaron Gray,1.000,.656,.213,.115,.016,.000,.557,.600,.615,.143,1.000,
Danny Green,.436,.231,.077,.051,.077,.564,.529,.556,.667,.000,.667,.273
Jeff Green,.708,.310,.155,.077,.165,.292,.503,.648,.470,.354,.333,.333
Willie Green,.750,.173,.076,.122,.379,.250,.494,.574,.512,.424,.476,.346
Donté Greene,.669,.288,.156,.089,.137,.331,.473,.591,.349,.449,.382,.377
Taylor Griffin,.800,.300,.100,.300,.100,.200,.500,1.000,.000,.333,.000,.000
Hamed Haddadi,.952,.565,.194,.145,.048,.048,.407,.514,.167,.333,.333,.000
Malik Hairston,.855,.566,.039,.013,.237,.145,.585,.698,.333,1.000,.333,.182
Marcus Haislip,.762,.286,.048,.048,.381,.238,.438,.500,1.000,1.000,.250,.600
Richard Hamilton,.808,.103,.068,.280,.356,.192,.435,.541,.408,.438,.408,.297
Tyler Hansbrough,.982,.289,.258,.173,.262,.018,.367,.492,.293,.308,.339,.000
James Harden,.571,.325,.045,.033,.168,.429,.424,.468,.308,.368,.381,.375
Al Harrington,.603,.343,.073,.072,.116,.397,.496,.612,.293,.378,.353,.342
Devin Harris,.755,.337,.110,.124,.183,.245,.444,.520,.361,.391,.389,.276
Mike Harris,.967,.433,.267,.100,.167,.033,.379,.385,.375,.667,.200,.000
Mike Harris,.963,.407,.259,.111,.185,.037,.385,.364,.429,.667,.200,.000
Mike Harris,1.000,.667,.333,.000,.000,.000,.333,.500,.000,,,
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jason Hart,1.000,.000,.000,.000,1.000,.000,.500,,,,.500,
Jason Hart,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,
Jason Hart,1.000,.000,.000,.000,1.000,.000,1.000,,,,1.000,
Udonis Haslem,1.000,.266,.087,.218,.429,.000,.494,.643,.491,.406,.446,
Trenton Hassell,.977,.329,.091,.078,.479,.023,.421,.583,.200,.294,.371,.000
Spencer Hawes,.869,.371,.231,.072,.195,.131,.494,.607,.442,.313,.408,.299
Chuck Hayes,1.000,.796,.185,.018,.000,.000,.489,.515,.426,.000,,
Jarvis Hayes,.454,.095,.034,.061,.265,.546,.523,.774,.273,.450,.483,.335
Brendan Haywood,.998,.705,.216,.043,.035,.002,.563,.676,.292,.286,.294,.000
Brendan Haywood,1.000,.690,.224,.051,.036,.000,.561,.697,.253,.294,.250,
Brendan Haywood,.994,.737,.199,.026,.032,.006,.568,.635,.387,.250,.400,.000
Luther Head,.662,.254,.064,.058,.286,.338,.481,.633,.450,.333,.382,.352
Gerald Henderson,.817,.375,.077,.135,.231,.183,.388,.538,.125,.286,.292,.211
Roy Hibbert,.992,.380,.352,.129,.132,.008,.495,.609,.451,.416,.359,.500
J.J. Hickson,.998,.638,.149,.075,.136,.002,.555,.691,.436,.256,.211,.000
Nenê,.997,.649,.135,.091,.123,.003,.589,.695,.340,.462,.398,.000
George Hill,.745,.325,.093,.100,.226,.255,.505,.650,.333,.351,.437,.399
Grant Hill*,.886,.307,.110,.220,.249,.114,.483,.588,.403,.471,.400,.438
Jordan Hill,.990,.458,.194,.104,.234,.010,.497,.630,.487,.143,.404,.000
Jordan Hill,.978,.348,.152,.141,.337,.022,.456,.625,.357,.231,.419,.000
Jordan Hill,1.000,.550,.229,.073,.147,.000,.532,.633,.560,.000,.375,
Kirk Hinrich,.628,.143,.046,.058,.380,.372,.431,.481,.486,.273,.430,.371
Jrue Holiday,.694,.285,.123,.098,.188,.306,.465,.547,.438,.490,.347,.390
Ryan Hollins,.997,.465,.172,.182,.178,.003,.560,.716,.423,.473,.370,.000
Al Horford,.999,.360,.305,.170,.164,.001,.551,.721,.465,.424,.468,1.000
Eddie House,.501,.075,.013,.033,.380,.499,.412,.500,.333,.267,.410,.348
Eddie House,.481,.056,.016,.031,.379,.519,.419,.500,.400,.400,.410,.383
Eddie House,.549,.120,.008,.038,.383,.451,.397,.500,.000,.000,.412,.250
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Dwight Howard,.992,.553,.396,.040,.004,.008,.617,.753,.452,.394,.333,.000
Josh Howard,.778,.188,.129,.170,.291,.222,.444,.671,.480,.333,.345,.267
Josh Howard,.781,.181,.126,.170,.304,.219,.438,.742,.442,.310,.327,.267
Josh Howard,.761,.239,.152,.174,.196,.239,.486,.273,.714,.500,.556,.273
Juwan Howard,.997,.243,.208,.235,.312,.003,.511,.648,.423,.489,.479,.000
Lester Hudson,.698,.189,.075,.094,.340,.302,.432,.700,.250,.400,.333,.313
Lester Hudson,.722,.222,.167,.056,.278,.278,.308,.500,.333,.000,.200,.600
Lester Hudson,.686,.171,.029,.114,.371,.314,.500,.833,.000,.500,.385,.182
Larry Hughes,.640,.207,.067,.096,.269,.360,.381,.513,.346,.297,.317,.309
Larry Hughes,.652,.229,.068,.100,.254,.348,.407,.531,.368,.250,.366,.289
Larry Hughes,.607,.150,.065,.084,.308,.393,.308,.438,.286,.444,.212,.357
Kris Humphries,.998,.424,.118,.199,.257,.002,.442,.555,.292,.346,.400,.000
Kris Humphries,1.000,.522,.070,.139,.270,.000,.461,.567,.375,.250,.387,
Kris Humphries,.997,.386,.137,.222,.253,.003,.435,.549,.275,.369,.405,.000
Chris Hunter,.982,.479,.175,.115,.212,.018,.512,.654,.342,.360,.413,.000
Lindsey Hunter,.567,.133,.067,.100,.267,.433,.235,.250,.500,.000,.250,.077
Othello Hunter,1.000,.583,.333,.083,.000,.000,.333,.429,.250,.000,,
Steven Hunter,1.000,.674,.209,.070,.047,.000,.395,.552,.111,.000,.000,
Serge Ibaka,.995,.468,.219,.168,.141,.005,.543,.624,.531,.452,.404,.500
Andre Iguodala,.729,.276,.054,.116,.284,.271,.492,.683,.367,.308,.406,.310
Zydrunas Ilgauskas,.947,.313,.100,.066,.468,.053,.441,.620,.364,.276,.361,.478
D.J. Mbenga,1.000,.330,.184,.194,.291,.000,.466,.647,.421,.450,.300,
Ersan İlyasova,.669,.292,.073,.093,.211,.331,.496,.601,.491,.338,.422,.336
Allen Iverson*,.921,.199,.114,.199,.408,.079,.436,.476,.278,.413,.473,.360
Allen Iverson*,.962,.192,.115,.115,.538,.038,.560,.600,.667,.000,.643,1.000
Allen Iverson*,.917,.200,.114,.207,.397,.083,.425,.466,.242,.433,.452,.333
Royal Ivey,.578,.229,.133,.096,.120,.422,.438,.684,.273,.250,.300,.400
Royal Ivey,.564,.218,.182,.073,.091,.436,.452,.583,.300,.500,.400,.500
Royal Ivey,.607,.250,.036,.143,.179,.393,.412,.857,.000,.000,.200,.182
Jarrett Jack,.703,.274,.139,.112,.179,.297,.511,.603,.538,.440,.392,.412
Cedric Jackson,.700,.350,.150,.000,.200,.300,.357,.571,.333,,.000,.167
Cedric Jackson,.500,.000,.000,.000,.500,.500,.000,,,,.000,.000
Cedric Jackson,.714,.571,.143,.000,.000,.286,.400,.500,.000,,,.000
Cedric Jackson,.727,.273,.182,.000,.273,.273,.375,.667,.500,,.000,.333
Darnell Jackson,.867,.500,.133,.067,.167,.133,.308,.400,.250,.500,.000,.250
Darnell Jackson,.880,.520,.120,.080,.160,.120,.318,.385,.333,.500,.000,.333
Darnell Jackson,.800,.400,.200,.000,.200,.200,.250,.500,.000,,.000,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Stephen Jackson,.723,.323,.083,.085,.233,.277,.460,.555,.376,.367,.391,.328
Stephen Jackson,.699,.218,.150,.060,.271,.301,.484,.586,.350,.500,.472,.275
Stephen Jackson,.725,.334,.075,.087,.229,.275,.457,.552,.381,.357,.381,.334
LeBron James,.747,.342,.082,.061,.262,.253,.560,.745,.468,.344,.398,.333
Mike James,.700,.050,.200,.050,.400,.300,.286,.000,.250,1.000,.250,.333
Antawn Jamison,.762,.277,.216,.079,.189,.238,.498,.659,.451,.354,.378,.344
Antawn Jamison,.760,.249,.223,.096,.193,.240,.483,.649,.442,.358,.378,.345
Antawn Jamison,.765,.336,.202,.045,.182,.235,.529,.673,.471,.333,.377,.342
Nathan Jawai,.991,.631,.243,.081,.036,.009,.445,.543,.296,.222,.250,.000
Othyus Jeffers,1.000,.759,.103,.069,.069,.000,.414,.500,.333,.000,.000,
Al Jefferson,.996,.313,.299,.288,.097,.004,.500,.679,.503,.358,.330,.000
Richard Jefferson,.759,.330,.116,.089,.223,.241,.515,.695,.333,.290,.434,.316
Jared Jeffries,.774,.573,.054,.022,.124,.226,.481,.528,.118,.429,.436,.296
Jared Jeffries,.730,.552,.039,.017,.122,.270,.488,.520,.222,.750,.393,.323
Jared Jeffries,.893,.631,.095,.036,.131,.107,.467,.547,.000,.000,.545,.111
Brandon Jennings,.681,.236,.104,.124,.216,.319,.370,.425,.331,.311,.361,.374
Jonas Jerebko,.809,.534,.146,.046,.083,.191,.520,.612,.307,.429,.360,.313
Yi Jianlian,.927,.288,.147,.110,.382,.073,.406,.506,.277,.419,.377,.366
Amir Johnson,.988,.659,.225,.024,.081,.012,.630,.732,.413,.375,.481,.000
Anthony Johnson,.649,.216,.135,.171,.126,.351,.500,.542,.333,.526,.571,.333
