Player,pct_2P_2018,pct_0-3_2018,pct_3-10_2018,pct_10-16_2018,pct_16-3P_2018,pct_3P_2018,att_2P_2018,att_0-3_2018,att_3-10_2018,att_10-16_2018,att_16-3P_2018,att_3P_2018
Wayne Ellington,.173,.077,.026,.017,.053,.827,.479,.648,.278,.333,.378,.392
Joel Embiid,.797,.293,.176,.220,.106,.203,.527,.728,.387,.431,.420,.308
James Ennis III,.602,.349,.120,.070,.063,.398,.567,.716,.261,.519,.375,.333
James Ennis III,.622,.365,.099,.086,.072,.378,.565,.716,.273,.421,.375,.357
James Ennis III,.574,.327,.148,.049,.049,.426,.570,.717,.250,.750,.375,.304
Tyler Ennis,.750,.384,.192,.063,.112,.250,.476,.570,.395,.143,.480,.250
Jawun Evans,.787,.277,.194,.095,.217,.213,.372,.457,.265,.583,.273,.278
Jeremy Evans,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,
Tyreke Evans,.646,.412,.121,.010,.104,.354,.482,.544,.357,.250,.405,.399
Dante Exum,.793,.425,.333,.023,.011,.207,.536,.676,.379,.500,.000,.278
Kenneth Faried,.993,.514,.365,.088,.027,.007,.517,.566,.444,.462,.750,.000
Derrick Favors,.910,.480,.179,.120,.131,.090,.596,.769,.413,.405,.391,.222
Kay Felder,.729,.157,.171,.114,.286,.271,.333,.364,.250,.500,.300,.211
Kay Felder,.727,.152,.167,.121,.288,.273,.333,.400,.273,.500,.263,.222
Kay Felder,.750,.250,.250,.000,.250,.250,.333,.000,.000,,1.000,.000
Cristiano Felício,.991,.637,.200,.070,.084,.009,.596,.693,.512,.200,.389,.000
Raymond Felton,.583,.168,.111,.092,.212,.417,.444,.538,.443,.373,.402,.352
Terrance Ferguson,.290,.166,.030,.018,.077,.710,.612,.714,.200,.333,.615,.333
Yogi Ferrell,.508,.151,.084,.097,.178,.492,.477,.582,.295,.493,.462,.373
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Dorian Finney-Smith,.446,.207,.107,.041,.091,.554,.481,.720,.308,.000,.364,.299
Bryn Forbes,.541,.082,.149,.121,.189,.459,.446,.585,.459,.383,.415,.390
Evan Fournier,.582,.209,.165,.094,.115,.418,.516,.667,.439,.320,.511,.379
De'Aaron Fox,.808,.238,.223,.146,.201,.192,.436,.647,.354,.336,.350,.307
Tim Frazier,.674,.157,.128,.128,.262,.326,.440,.741,.227,.409,.378,.304
Enes Freedom,.997,.610,.262,.076,.048,.003,.594,.683,.460,.463,.412,.000
Channing Frye,.458,.184,.061,.071,.142,.542,.670,.795,.769,.600,.500,.339
Channing Frye,.467,.201,.053,.059,.154,.533,.684,.824,.778,.500,.538,.333
Channing Frye,.419,.116,.093,.116,.093,.581,.611,.600,.750,.800,.250,.360
Markelle Fultz,.991,.369,.351,.207,.063,.009,.409,.659,.205,.348,.286,.000
Danilo Gallinari,.566,.215,.059,.105,.188,.434,.455,.564,.333,.333,.438,.324
Langston Galloway,.359,.038,.076,.085,.159,.641,.418,.692,.346,.483,.352,.344
Marc Gasol,.690,.159,.207,.185,.139,.310,.456,.665,.346,.366,.500,.341
Pau Gasol,.809,.311,.201,.126,.169,.191,.481,.672,.349,.380,.368,.358
Rudy Gay,.780,.261,.207,.218,.095,.220,.516,.679,.396,.504,.353,.314
Paul George,.546,.196,.091,.113,.146,.454,.454,.669,.320,.358,.323,.401
Marcus Georges-Hunt,.688,.438,.083,.083,.104,.313,.515,.524,.750,.250,.400,.267
Jonathan Gibson,.478,.261,.087,.043,.087,.522,.727,.833,.500,.000,1.000,.500
Taj Gibson,.953,.482,.236,.117,.118,.047,.595,.752,.466,.442,.368,.200
Manu Ginóbili*,.585,.283,.153,.099,.048,.415,.506,.641,.408,.348,.364,.333
Rudy Gobert,1.000,.757,.194,.023,.025,.000,.622,.726,.314,.100,.364,
Aaron Gordon,.605,.275,.109,.106,.114,.395,.497,.718,.287,.380,.273,.336
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Eric Gordon,.373,.234,.089,.027,.022,.627,.544,.661,.384,.269,.333,.359
Marcin Gortat,1.000,.411,.352,.216,.021,.000,.518,.652,.437,.421,.250,
Treveon Graham,.561,.253,.140,.100,.068,.439,.452,.536,.355,.318,.533,.412
Jerami Grant,.759,.586,.121,.022,.031,.241,.613,.685,.327,.500,.429,.291
Jerian Grant,.628,.199,.111,.131,.187,.372,.468,.640,.268,.424,.436,.326
Josh Gray,.683,.390,.073,.098,.122,.317,.286,.375,.000,.250,.200,.231
Danny Green,.430,.173,.102,.059,.096,.570,.419,.546,.333,.242,.389,.363
Draymond Green,.586,.355,.111,.076,.044,.414,.562,.695,.391,.362,.259,.301
Gerald Green,.278,.121,.036,.070,.051,.722,.504,.560,.400,.483,.476,.369
JaMychal Green,.740,.447,.086,.064,.143,.260,.499,.624,.214,.226,.400,.339
Jeff Green,.725,.398,.146,.087,.095,.275,.540,.699,.367,.259,.390,.312
Blake Griffin,.677,.284,.224,.060,.109,.323,.482,.682,.377,.250,.303,.345
Blake Griffin,.676,.337,.206,.059,.076,.324,.488,.656,.378,.265,.205,.342
Blake Griffin,.677,.211,.249,.062,.156,.323,.473,.739,.375,.231,.369,.348
Daniel Hamilton,.545,.273,.091,.091,.091,.455,.500,.667,.000,1.000,.000,.400
Tim Hardaway Jr.,.521,.222,.089,.091,.119,.479,.516,.642,.276,.513,.461,.317
James Harden,.502,.273,.118,.071,.039,.498,.531,.658,.351,.437,.368,.367
Maurice Harkless,.603,.458,.098,.007,.040,.397,.547,.618,.310,.500,.333,.415
Montrezl Harrell,.987,.646,.268,.051,.020,.013,.641,.734,.490,.429,.273,.143
Devin Harris,.500,.293,.117,.037,.053,.500,.476,.632,.208,.412,.250,.348
Devin Harris,.560,.331,.137,.035,.056,.440,.465,.628,.256,.200,.188,.352
Devin Harris,.400,.229,.082,.041,.047,.600,.500,.641,.071,.714,.375,.343
Gary Harris,.566,.250,.119,.097,.100,.434,.553,.718,.417,.466,.385,.396
Joe Harris,.424,.258,.113,.027,.026,.576,.589,.706,.429,.529,.188,.419
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Tobias Harris,.636,.212,.183,.156,.084,.364,.488,.645,.402,.455,.343,.411
Tobias Harris,.611,.192,.182,.165,.072,.389,.478,.625,.426,.436,.314,.409
Tobias Harris,.670,.240,.186,.145,.100,.330,.501,.667,.368,.486,.373,.414
Aaron Harrison,.377,.116,.043,.087,.130,.623,.385,.625,.333,.333,.222,.209
Andrew Harrison,.669,.301,.124,.082,.163,.331,.467,.574,.396,.286,.414,.331
Shaquille Harrison,.790,.677,.089,.024,.000,.210,.541,.607,.091,.333,,.231
Josh Hart,.475,.317,.061,.053,.043,.525,.551,.681,.261,.300,.313,.396
Udonis Haslem,.467,.000,.133,.067,.267,.533,.286,,1.000,.000,.000,.125
Nigel Hayes,.515,.121,.061,.121,.212,.485,.412,.250,.000,.750,.429,.250
Nigel Hayes,.333,.333,.000,.000,.000,.667,1.000,1.000,,,,.000
Nigel Hayes,.000,.000,.000,.000,.000,1.000,,,,,,1.000
Nigel Hayes,.571,.107,.071,.143,.250,.429,.375,.000,.000,.750,.429,.167
Gordon Hayward,.500,.000,.500,.000,.000,.500,1.000,,1.000,,,.000
Reggie Hearn,.000,.000,.000,.000,.000,1.000,,,,,,.500
Myke Henry,.468,.312,.046,.055,.055,.532,.431,.529,.200,.333,.167,.328
John Henson,.986,.558,.317,.026,.084,.014,.578,.707,.428,.462,.333,.143
Juancho Hernangómez,.333,.200,.133,.000,.000,.667,.600,.800,.300,,,.280
Willy Hernangómez,.927,.573,.268,.043,.049,.073,.566,.660,.455,.429,.125,.417
Willy Hernangómez,.938,.556,.272,.049,.062,.062,.632,.733,.545,.500,.200,.200
Willy Hernangómez,.916,.590,.265,.036,.036,.084,.500,.592,.364,.333,.000,.571
Mario Hezonja,.567,.246,.143,.063,.113,.433,.523,.691,.375,.359,.443,.337
Isaiah Hicks,.875,.514,.181,.111,.069,.125,.492,.649,.154,.500,.200,.222
Buddy Hield,.563,.160,.106,.105,.192,.437,.457,.631,.364,.327,.436,.431
Nenê,.992,.632,.197,.088,.075,.008,.574,.636,.511,.381,.444,.000
George Hill,.600,.189,.136,.119,.156,.400,.490,.701,.371,.426,.388,.415
George Hill,.607,.172,.150,.132,.153,.393,.480,.679,.429,.349,.420,.453
George Hill,.588,.219,.112,.096,.160,.412,.509,.732,.238,.611,.333,.351
Solomon Hill,.488,.195,.244,.000,.049,.512,.350,.625,.100,,.500,.190
Darrun Hilliard,.684,.158,.263,.053,.211,.316,.385,.333,.200,.000,.750,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jrue Holiday,.714,.298,.219,.110,.085,.286,.557,.671,.487,.438,.500,.337
Justin Holiday,.426,.130,.068,.075,.151,.574,.387,.539,.283,.305,.347,.359
John Holland,.390,.186,.051,.085,.068,.610,.261,.364,.333,.200,.000,.306
Rondae Hollis-Jefferson,.925,.377,.273,.206,.069,.075,.491,.597,.369,.477,.440,.241
Richaun Holmes,.871,.510,.220,.087,.058,.129,.624,.797,.415,.381,.214,.129
Rodney Hood,.557,.101,.149,.152,.154,.443,.467,.658,.420,.430,.422,.381
Rodney Hood,.525,.087,.130,.139,.168,.475,.455,.625,.431,.416,.419,.389
Rodney Hood,.643,.141,.201,.186,.116,.357,.492,.714,.400,.459,.435,.352
Scotty Hopson,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,
Al Horford,.700,.198,.255,.143,.104,.300,.514,.738,.438,.380,.462,.429
Danuel House Jr.,.550,.372,.109,.008,.062,.450,.577,.688,.357,1.000,.250,.259
Dwight Howard,.992,.568,.280,.053,.092,.008,.559,.700,.392,.313,.333,.143
Josh Huestis,.368,.275,.038,.022,.033,.632,.403,.480,.143,.000,.333,.287
R.J. Hunter,.300,.200,.050,.000,.050,.700,.667,.750,.000,,1.000,.214
Vince Hunter,1.000,.600,.000,.200,.200,.000,.600,.667,,.000,1.000,
Serge Ibaka,.621,.162,.154,.154,.151,.379,.559,.724,.479,.521,.500,.360
Andre Iguodala,.634,.313,.113,.081,.128,.366,.567,.760,.389,.385,.366,.282
Ersan İlyasova,.587,.299,.104,.085,.100,.413,.517,.623,.375,.385,.459,.360
Ersan İlyasova,.576,.299,.085,.080,.112,.424,.532,.617,.441,.469,.422,.359
Ersan İlyasova,.608,.297,.142,.094,.075,.392,.488,.635,.300,.250,.563,.361
Joe Ingles,.354,.164,.103,.040,.046,.646,.516,.678,.392,.379,.333,.440
Andre Ingram,.471,.000,.118,.353,.000,.529,.375,,.000,.500,,.556
Brandon Ingram,.862,.375,.152,.135,.200,.138,.483,.670,.207,.350,.434,.390
Kyrie Irving,.626,.223,.158,.132,.112,.374,.541,.649,.436,.479,.549,.408
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jonathan Isaac,.683,.186,.124,.193,.179,.317,.394,.815,.500,.143,.154,.348
Wes Iwundu,.789,.390,.165,.110,.124,.211,.488,.635,.361,.375,.296,.196
Jarrett Jack,.806,.124,.212,.174,.296,.194,.459,.655,.457,.416,.405,.291
Aaron Jackson,.556,.222,.333,.000,.000,.444,.400,.500,.333,,,.250
Demetrius Jackson,.611,.611,.000,.000,.000,.389,.545,.545,,,,.143
