Player,pct_2P_2015,pct_0-3_2015,pct_3-10_2015,pct_10-16_2015,pct_16-3P_2015,pct_3P_2015,att_2P_2015,att_0-3_2015,att_3-10_2015,att_10-16_2015,att_16-3P_2015,att_3P_2015
Clint Capela,1.000,.724,.276,.000,.000,.000,.483,.667,.000,,,
DeMarre Carroll,.534,.308,.121,.043,.063,.466,.567,.657,.468,.357,.463,.395
Vince Carter,.429,.131,.074,.067,.158,.571,.379,.472,.333,.407,.313,.297
Michael Carter-Williams,.834,.333,.229,.096,.176,.166,.428,.588,.338,.420,.247,.235
Michael Carter-Williams,.795,.311,.223,.079,.183,.205,.412,.626,.294,.313,.232,.256
Michael Carter-Williams,.909,.377,.240,.130,.162,.091,.457,.526,.419,.550,.280,.143
Omri Casspi,.796,.382,.358,.035,.021,.204,.512,.724,.340,.133,.222,.402
Mario Chalmers,.626,.306,.166,.065,.089,.374,.467,.532,.418,.419,.373,.294
Tyson Chandler,1.000,.805,.086,.030,.080,.000,.666,.746,.237,.462,.400,
Wilson Chandler,.584,.267,.175,.057,.084,.416,.490,.642,.392,.339,.317,.342
Will Cherry,.526,.316,.158,.000,.053,.474,.300,.333,.333,,.000,.222
Patrick Christopher,.667,.250,.083,.000,.333,.333,.375,.333,.000,,.500,.000
Earl Clark,.533,.133,.000,.033,.367,.467,.438,.750,,.000,.364,.286
Ian Clark,.455,.164,.127,.073,.091,.545,.360,.778,.143,.250,.000,.333
Ian Clark,.432,.159,.114,.068,.091,.568,.316,.714,.200,.000,.000,.360
Ian Clark,.545,.182,.182,.091,.091,.455,.500,1.000,.000,1.000,.000,.200
Jordan Clarkson,.797,.287,.183,.106,.221,.203,.482,.661,.321,.476,.386,.314
Victor Claver,.450,.300,.050,.000,.100,.550,.333,.333,.000,,.500,.545
Norris Cole,.685,.244,.102,.093,.246,.315,.458,.537,.316,.442,.445,.313
Norris Cole,.667,.297,.101,.069,.199,.333,.446,.538,.323,.429,.377,.265
Norris Cole,.706,.179,.103,.123,.302,.294,.472,.533,.308,.452,.500,.378
Darren Collison,.707,.247,.093,.107,.260,.293,.514,.684,.216,.475,.476,.373
Nick Collison,.763,.379,.138,.047,.198,.237,.466,.646,.371,.167,.260,.267
Mike Conley,.686,.277,.170,.098,.142,.314,.473,.586,.433,.395,.352,.386
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jack Cooley,1.000,.455,.318,.045,.182,.000,.409,.600,.286,.000,.250,
Chris Copeland,.461,.216,.145,.026,.074,.539,.420,.552,.311,.250,.304,.311
Bryce Cotton,.710,.087,.188,.101,.333,.290,.449,.667,.538,.429,.348,.350
DeMarcus Cousins,.992,.428,.250,.078,.237,.008,.469,.627,.316,.349,.383,.250
Robert Covington,.410,.206,.112,.033,.058,.590,.426,.590,.271,.280,.227,.374
Allen Crabbe,.444,.203,.026,.059,.157,.556,.485,.839,.500,.111,.167,.353
Jamal Crawford,.566,.079,.120,.118,.249,.434,.448,.561,.465,.354,.450,.327
Jae Crowder,.618,.279,.070,.097,.174,.382,.499,.618,.395,.453,.368,.293
Jae Crowder,.500,.197,.039,.079,.184,.500,.526,.667,.667,.333,.429,.342
Jae Crowder,.638,.292,.075,.100,.173,.362,.495,.613,.371,.468,.358,.282
Dante Cunningham,.971,.245,.094,.071,.560,.029,.468,.663,.281,.375,.426,.100
Jared Cunningham,.606,.333,.061,.030,.182,.394,.400,.364,.500,.000,.500,.308
Seth Curry,.667,.000,.000,.000,.667,.333,.000,,,,.000,.000
Stephen Curry,.518,.186,.098,.072,.163,.482,.528,.687,.458,.515,.394,.443
Samuel Dalembert,1.000,.377,.262,.238,.123,.000,.438,.612,.294,.323,.438,
Troy Daniels,.285,.061,.036,.030,.158,.715,.383,.400,.333,.000,.462,.364
Troy Daniels,.085,.021,.000,.000,.064,.915,.500,1.000,,,.333,.302
Troy Daniels,.339,.068,.068,.034,.169,.661,.300,.000,.250,.000,.500,.333
Troy Daniels,.390,.085,.034,.051,.220,.610,.435,.600,.500,.000,.462,.472
Gigi Datome,.551,.135,.079,.169,.169,.449,.510,.667,.714,.400,.400,.450
Gigi Datome,.667,.333,.083,.167,.083,.333,.500,.500,1.000,.500,.000,.250
Gigi Datome,.532,.104,.078,.169,.182,.468,.512,.750,.667,.385,.429,.472
Brandon Davies,.752,.336,.182,.109,.124,.248,.456,.478,.320,.533,.529,.235
Brandon Davies,.748,.345,.185,.101,.118,.252,.472,.488,.318,.583,.571,.233
Brandon Davies,.778,.278,.167,.167,.167,.222,.357,.400,.333,.333,.333,.250
Anthony Davis,.990,.352,.173,.177,.289,.010,.540,.737,.430,.453,.419,.083
Ed Davis,1.000,.721,.243,.036,.000,.000,.601,.686,.386,.353,,
Glen Davis,.984,.490,.200,.110,.184,.016,.466,.616,.451,.214,.234,.000
Andre Dawkins,.000,.000,.000,.000,.000,1.000,,,,,,.167
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Austin Daye,.496,.092,.135,.128,.142,.504,.371,.538,.263,.389,.350,.338
Austin Daye,.504,.070,.157,.130,.148,.496,.362,.500,.278,.400,.353,.333
Austin Daye,.462,.192,.038,.115,.115,.538,.417,.600,.000,.333,.333,.357
Dewayne Dedmon,.994,.679,.272,.019,.025,.006,.565,.673,.341,.333,.250,.000
Matthew Dellavedova,.456,.059,.202,.121,.075,.544,.307,.389,.242,.351,.348,.407
Luol Deng,.720,.309,.122,.098,.192,.280,.513,.646,.458,.377,.404,.355
DeMar DeRozan,.911,.193,.153,.228,.337,.089,.426,.644,.391,.372,.353,.284
Boris Diaw,.733,.291,.282,.071,.089,.267,.512,.598,.494,.400,.375,.320
Gorgui Dieng,.988,.406,.234,.213,.135,.012,.510,.635,.350,.569,.319,.167
Spencer Dinwiddie,.615,.219,.154,.112,.130,.385,.375,.459,.269,.316,.409,.185
Joey Dorsey,.993,.772,.207,.007,.007,.007,.556,.616,.367,.000,.000,.000
Toney Douglas,.647,.176,.157,.137,.176,.353,.424,1.000,.250,.000,.333,.278
Chris Douglas-Roberts,.667,.429,.143,.048,.048,.333,.286,.444,.000,.000,.000,.143
Goran Dragić,.742,.415,.105,.126,.096,.258,.555,.700,.381,.373,.354,.347
Goran Dragić,.726,.405,.108,.118,.096,.274,.556,.705,.356,.388,.354,.355
Goran Dragić,.774,.437,.099,.142,.096,.226,.552,.688,.438,.348,.355,.329
Zoran Dragić,.533,.400,.033,.033,.067,.467,.500,.667,.000,.000,.000,.214
Zoran Dragić,.375,.375,.000,.000,.000,.625,.667,.667,,,,.000
Zoran Dragić,.591,.409,.045,.045,.091,.409,.462,.667,.000,.000,.000,.333
Larry Drew II,.552,.086,.138,.034,.293,.448,.500,1.000,.375,.000,.471,.154
Andre Drummond,.998,.687,.290,.019,.003,.002,.515,.600,.344,.111,.000,.000
Jared Dudley,.546,.170,.050,.109,.217,.454,.537,.667,.238,.543,.500,.385
Tim Duncan*,.991,.355,.353,.138,.144,.009,.514,.711,.453,.327,.356,.286
Mike Dunleavy,.453,.173,.064,.031,.185,.547,.468,.566,.323,.267,.461,.407
Kevin Durant,.660,.206,.109,.184,.161,.340,.565,.802,.412,.535,.400,.403
Cleanthony Early,.607,.280,.112,.051,.164,.393,.415,.567,.292,.545,.200,.262
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Wayne Ellington,.606,.160,.057,.075,.314,.394,.439,.616,.286,.370,.392,.370
Monta Ellis,.790,.250,.144,.090,.306,.210,.487,.622,.395,.418,.440,.285
James Ennis III,.615,.372,.105,.024,.113,.385,.461,.587,.269,.333,.250,.326
Tyler Ennis,.701,.306,.181,.090,.125,.299,.396,.455,.346,.462,.278,.279
Tyler Ennis,.714,.238,.286,.095,.095,.286,.467,.600,.667,.000,.000,.333
Tyler Ennis,.699,.317,.163,.089,.130,.301,.384,.436,.250,.545,.313,.270
Jeremy Evans,.914,.569,.155,.086,.103,.086,.566,.788,.333,.200,.000,.400
Reggie Evans,.985,.555,.387,.036,.007,.015,.430,.592,.226,.000,1.000,.000
Tyreke Evans,.805,.537,.135,.023,.110,.195,.482,.558,.280,.333,.391,.304
Dante Exum,.365,.125,.111,.022,.108,.635,.408,.731,.283,.111,.222,.314
Festus Ezeli,1.000,.518,.381,.065,.036,.000,.547,.653,.491,.333,.000,
Kenneth Faried,.989,.577,.323,.054,.034,.011,.511,.631,.353,.325,.280,.125
Jordan Farmar,.386,.108,.032,.051,.196,.614,.426,.588,.200,.375,.387,.361
Derrick Favors,.993,.442,.214,.204,.134,.007,.527,.739,.327,.401,.341,.167
Raymond Felton,.679,.236,.113,.085,.245,.321,.458,.600,.333,.444,.385,.294
Landry Fields,.951,.463,.341,.146,.000,.049,.487,.684,.214,.500,,.500
Evan Fournier,.609,.339,.125,.040,.104,.391,.480,.636,.250,.217,.350,.378
Randy Foye,.346,.100,.087,.020,.139,.654,.388,.625,.286,.375,.286,.357
Jamaal Franklin,.000,.000,.000,.000,.000,1.000,,,,,,.500
Tim Frazier,.721,.246,.213,.131,.131,.279,.364,.600,.154,.375,.250,.294
Tim Frazier,.744,.233,.186,.163,.163,.256,.313,.400,.125,.429,.286,.273
Tim Frazier,.667,.278,.278,.056,.056,.333,.500,1.000,.200,.000,.000,.333
Jimmer Fredette,.711,.217,.211,.133,.151,.289,.458,.528,.457,.409,.400,.188
Enes Freedom,.952,.503,.177,.089,.182,.048,.528,.666,.409,.410,.320,.356
Enes Freedom,.930,.452,.175,.086,.216,.070,.505,.673,.402,.360,.294,.317
Enes Freedom,.988,.590,.179,.095,.124,.012,.564,.657,.419,.485,.395,.750
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Joel Freeland,1.000,.325,.245,.166,.265,.000,.490,.612,.514,.400,.375,
Channing Frye,.290,.051,.055,.033,.150,.710,.390,.360,.407,.313,.411,.393
Danilo Gallinari,.470,.171,.085,.048,.167,.530,.453,.619,.292,.481,.358,.355
Langston Galloway,.656,.219,.088,.082,.266,.344,.424,.500,.267,.357,.434,.352
Francisco García,.286,.127,.048,.095,.016,.714,.389,.750,.000,.167,.000,.222
Kevin Garnett*,.977,.147,.134,.170,.526,.023,.475,.533,.390,.423,.497,.143
Kevin Garnett*,.978,.153,.145,.178,.502,.022,.461,.500,.400,.429,.478,.167
Kevin Garnett*,.968,.097,.032,.097,.742,.032,.600,1.000,.000,.333,.609,.000
Marc Gasol,.984,.241,.281,.221,.242,.016,.500,.698,.468,.430,.402,.176
Pau Gasol,.977,.319,.251,.167,.241,.023,.495,.609,.433,.401,.475,.462
Rudy Gay,.803,.203,.264,.167,.168,.197,.479,.617,.437,.468,.388,.359
Alonzo Gee,.812,.570,.129,.054,.059,.188,.490,.623,.167,.100,.273,.371
Alonzo Gee,.825,.569,.153,.044,.058,.175,.496,.654,.095,.167,.250,.417
Alonzo Gee,.776,.571,.061,.082,.061,.224,.474,.536,.667,.000,.333,.273
Paul George,.551,.204,.041,.143,.163,.449,.333,.400,.000,.429,.250,.409
Taj Gibson,1.000,.555,.198,.168,.081,.000,.502,.619,.350,.341,.415,
Manu Ginóbili*,.562,.280,.151,.070,.061,.438,.489,.594,.449,.366,.250,.345
Rudy Gobert,.995,.789,.185,.007,.014,.005,.607,.709,.241,.000,.000,.000
Drew Gooden,.786,.221,.094,.080,.391,.214,.401,.459,.231,.455,.398,.390
Archie Goodwin,.796,.527,.124,.035,.109,.204,.419,.528,.200,.143,.227,.293
Aaron Gordon,.769,.462,.149,.096,.063,.231,.500,.635,.419,.100,.308,.271
Ben Gordon,.671,.088,.149,.136,.298,.329,.475,.500,.591,.400,.443,.361
Drew Gordon,.842,.474,.158,.053,.158,.158,.500,.667,.667,.000,.000,.000
Eric Gordon,.546,.200,.148,.063,.133,.454,.380,.460,.320,.273,.380,.448
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Marcin Gortat,.996,.475,.274,.186,.062,.004,.569,.739,.410,.438,.354,.000
Danny Granger,.481,.154,.049,.093,.185,.519,.449,.560,.500,.400,.367,.357
Jerami Grant,.557,.321,.131,.037,.068,.443,.383,.540,.109,.231,.250,.314
Danny Green,.381,.169,.058,.056,.098,.619,.466,.584,.465,.317,.347,.418
Draymond Green,.570,.335,.115,.051,.069,.430,.523,.680,.205,.462,.340,.337
Erick Green,.710,.074,.130,.136,.370,.290,.409,.667,.476,.318,.367,.298
Gerald Green,.503,.132,.072,.130,.168,.497,.478,.660,.411,.446,.389,.354
JaMychal Green,.872,.574,.085,.000,.213,.128,.659,.741,1.000,,.300,.000
JaMychal Green,.714,.571,.000,.000,.143,.286,.800,1.000,,,.000,.000
JaMychal Green,.900,.575,.100,.000,.225,.100,.639,.696,1.000,,.333,.000
Jeff Green,.698,.266,.208,.100,.124,.302,.473,.623,.433,.361,.308,.332
Jeff Green,.676,.236,.196,.116,.128,.324,.495,.643,.484,.364,.361,.305
Jeff Green,.720,.295,.220,.085,.120,.280,.452,.607,.389,.357,.254,.362
Willie Green,.605,.196,.124,.049,.235,.395,.411,.600,.211,.200,.403,.347
Blake Griffin,.978,.332,.185,.082,.378,.022,.504,.708,.396,.383,.404,.400
Jorge Gutiérrez,.927,.390,.146,.073,.317,.073,.579,.688,.500,.667,.462,.000
Jorge Gutiérrez,.929,.286,.214,.071,.357,.071,.538,1.000,.333,.000,.400,.000
Jorge Gutiérrez,.926,.444,.111,.074,.296,.074,.600,.583,.667,1.000,.500,.000
P.J. Hairston,.394,.171,.067,.048,.108,.606,.358,.348,.389,.538,.276,.301
Jordan Hamilton,.400,.086,.143,.086,.086,.600,.286,.667,.200,.333,.000,.476
Justin Hamilton,.826,.438,.191,.079,.118,.174,.510,.615,.412,.429,.333,.323
Justin Hamilton,.708,.338,.200,.046,.123,.292,.457,.682,.231,.333,.250,.316
Justin Hamilton,.894,.496,.186,.097,.115,.106,.535,.589,.524,.455,.385,.333
Tyler Hansbrough,.958,.648,.248,.024,.036,.042,.538,.570,.488,.250,.500,.143
Tim Hardaway Jr.,.506,.191,.093,.059,.163,.494,.435,.606,.269,.286,.385,.342
James Harden,.622,.311,.106,.074,.131,.378,.480,.615,.295,.431,.337,.375
Maurice Harkless,.646,.506,.108,.013,.019,.354,.520,.588,.353,.000,.000,.179
Devin Harris,.492,.240,.103,.046,.103,.508,.481,.619,.389,.167,.389,.357
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Gary Harris,.525,.230,.078,.088,.129,.475,.395,.480,.294,.368,.321,.204
Joe Harris,.300,.125,.067,.042,.067,.700,.472,.533,.375,.400,.500,.369
Tobias Harris,.748,.296,.201,.115,.136,.252,.500,.683,.382,.367,.388,.364
Udonis Haslem,.958,.444,.117,.117,.280,.042,.459,.566,.464,.286,.358,.200
Spencer Hawes,.576,.198,.193,.070,.116,.424,.452,.598,.350,.414,.396,.313
Chuck Hayes,1.000,.565,.413,.022,.000,.000,.478,.462,.474,1.000,,
Gordon Hayward,.696,.209,.172,.119,.197,.304,.481,.634,.358,.426,.458,.364
Brendan Haywood,1.000,.167,.667,.133,.033,.000,.467,.800,.350,.500,1.000,
Gerald Henderson,.839,.208,.106,.189,.336,.161,.457,.636,.356,.406,.407,.331
Xavier Henry,1.000,.385,.077,.231,.308,.000,.231,.200,.000,.333,.250,
John Henson,1.000,.642,.332,.023,.003,.000,.566,.644,.461,.000,.000,
Roy Hibbert,.997,.220,.394,.172,.211,.003,.448,.558,.443,.328,.440,.000
J.J. Hickson,.996,.558,.294,.096,.048,.004,.477,.609,.341,.250,.227,.000
Nenê,.992,.423,.158,.191,.220,.008,.513,.697,.337,.383,.402,.200
George Hill,.639,.226,.140,.123,.150,.361,.544,.702,.427,.500,.450,.358
Jordan Hill,.986,.250,.227,.138,.372,.014,.462,.691,.398,.336,.394,.273
Solomon Hill,.672,.352,.142,.084,.095,.328,.430,.502,.333,.377,.350,.327
Kirk Hinrich,.559,.110,.118,.052,.278,.441,.394,.571,.333,.300,.368,.345
Jrue Holiday,.747,.264,.176,.172,.135,.253,.469,.560,.436,.457,.347,.378
Justin Holiday,.536,.200,.072,.072,.191,.464,.444,.553,.294,.529,.356,.321
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Ryan Hollins,1.000,.573,.244,.061,.122,.000,.646,.809,.450,.400,.400,
Rodney Hood,.545,.128,.182,.099,.136,.455,.456,.667,.382,.486,.333,.365
Al Horford,.963,.288,.211,.111,.352,.037,.547,.748,.407,.458,.494,.306
Dwight Howard,.995,.624,.364,.002,.005,.005,.594,.723,.377,.000,.500,.500
Lester Hudson,.571,.214,.143,.071,.143,.429,.375,.667,.500,.000,.000,.500
Robbie Hummel,.703,.174,.076,.041,.413,.297,.521,.900,.154,.429,.437,.314
Kris Humphries,.984,.325,.110,.164,.386,.016,.481,.614,.265,.479,.430,.000
Serge Ibaka,.739,.202,.127,.118,.291,.261,.511,.679,.430,.505,.432,.376
Andre Iguodala,.573,.290,.071,.079,.133,.427,.553,.750,.286,.359,.379,.349
Ersan İlyasova,.659,.345,.066,.054,.194,.341,.515,.594,.270,.400,.491,.389
Joe Ingles,.429,.119,.093,.051,.167,.571,.493,.738,.273,.556,.424,.356
Kyrie Irving,.694,.273,.148,.137,.136,.306,.491,.611,.344,.420,.482,.415
Jarrett Jack,.821,.131,.214,.204,.272,.179,.477,.607,.503,.395,.455,.267
Reggie Jackson,.758,.271,.197,.119,.171,.242,.477,.615,.418,.429,.359,.299
Reggie Jackson,.726,.236,.186,.099,.205,.274,.490,.596,.505,.491,.356,.278
Reggie Jackson,.802,.319,.212,.148,.124,.198,.460,.634,.315,.371,.365,.337
Bernard James,1.000,.815,.185,.000,.000,.000,.444,.545,.000,,,
LeBron James,.735,.334,.125,.116,.159,.265,.536,.721,.413,.356,.377,.354
Al Jefferson,.995,.282,.363,.218,.132,.005,.482,.639,.447,.391,.391,.400
Cory Jefferson,.910,.347,.216,.162,.186,.090,.480,.586,.389,.519,.355,.133
Richard Jefferson,.522,.253,.136,.040,.093,.478,.462,.634,.295,.077,.400,.426
John Jenkins,.475,.121,.020,.040,.293,.525,.596,.917,.000,.250,.552,.404
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Brandon Jennings,.611,.280,.118,.087,.127,.389,.428,.520,.313,.340,.391,.360
Jonas Jerebko,.631,.296,.150,.034,.150,.369,.481,.652,.281,.154,.421,.386
