Player,pct_2P_2012,pct_0-3_2012,pct_3-10_2012,pct_10-16_2012,pct_16-3P_2012,pct_3P_2012,att_2P_2012,att_0-3_2012,att_3-10_2012,att_10-16_2012,att_16-3P_2012,att_3P_2012
Gustavo Ayón,.996,.575,.215,.130,.077,.004,.538,.653,.429,.382,.250,.000
Jeff Ayres,1.000,.417,.250,.167,.167,.000,.417,.533,.333,.500,.167,
Kelenna Azubuike,.625,.250,.125,.000,.250,.375,.400,1.000,.000,,.000,.333
Luke Babbitt,.422,.092,.162,.064,.104,.578,.384,.813,.357,.182,.167,.430
Renaldo Balkman,.719,.531,.000,.000,.188,.281,.609,.706,,,.333,.222
Leandro Barbosa,.733,.273,.155,.082,.223,.267,.441,.609,.384,.442,.275,.382
Leandro Barbosa,.756,.278,.159,.081,.238,.244,.461,.603,.431,.486,.306,.360
Leandro Barbosa,.678,.262,.148,.082,.186,.322,.387,.625,.259,.333,.176,.424
J.J. Barea,.658,.289,.196,.084,.089,.342,.415,.579,.280,.314,.270,.371
Andrea Bargnani,.762,.178,.143,.140,.302,.238,.474,.616,.420,.500,.404,.296
Matt Barnes,.643,.382,.160,.034,.067,.357,.518,.615,.355,.462,.385,.333
Earl Barron,1.000,.250,.500,.000,.250,.000,.500,1.000,.500,,.000,
Brandon Bass,1.000,.237,.100,.256,.407,.000,.479,.553,.286,.500,.471,
Tony Battie,.980,.098,.176,.314,.392,.020,.380,.800,.333,.313,.350,.000
Shane Battier,.373,.144,.134,.065,.031,.627,.468,.571,.385,.368,.556,.339
Nicolas Batum,.573,.296,.075,.048,.153,.427,.496,.663,.333,.290,.316,.391
Jerryd Bayless,.623,.167,.076,.018,.362,.377,.424,.565,.381,.400,.370,.423
Michael Beasley,.797,.199,.193,.199,.205,.203,.462,.626,.406,.374,.441,.376
Rodrigue Beaubois,.703,.272,.153,.108,.171,.297,.479,.636,.426,.354,.355,.288
Marco Belinelli,.586,.147,.073,.073,.293,.414,.445,.624,.360,.320,.408,.377
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Raja Bell,.500,.115,.052,.006,.328,.500,.540,.850,.778,.000,.404,.391
Keith Benson,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,
Mike Bibby,.315,.032,.024,.040,.218,.685,.205,.250,.000,.000,.259,.318
Andris Biedriņš,1.000,.594,.359,.047,.000,.000,.609,.737,.478,.000,,
Chauncey Billups,.452,.101,.066,.053,.232,.548,.340,.435,.133,.417,.340,.384
Bismack Biyombo,1.000,.500,.356,.115,.029,.000,.464,.619,.354,.219,.125,
DeJuan Blair,.998,.516,.375,.091,.016,.002,.535,.650,.418,.435,.125,.000
Steve Blake,.410,.049,.063,.052,.246,.590,.436,.538,.412,.143,.485,.335
Andray Blatche,.971,.273,.171,.139,.388,.029,.382,.582,.333,.235,.316,.286
Eric Bledsoe,.762,.413,.127,.063,.159,.238,.448,.615,.188,.375,.250,.200
Keith Bogans,.429,.286,.095,.000,.048,.571,.556,.333,1.000,,1.000,.250
Andrew Bogut,.993,.324,.522,.096,.051,.007,.452,.750,.282,.462,.286,.000
Matt Bonner,.286,.037,.120,.046,.083,.714,.490,.769,.452,.313,.517,.420
Trevor Booker,.994,.452,.249,.073,.220,.006,.531,.727,.388,.200,.400,.500
Carlos Boozer,.999,.296,.166,.259,.278,.001,.533,.695,.514,.454,.444,.000
Chris Bosh*,.957,.310,.180,.154,.314,.043,.496,.676,.352,.476,.411,.286
Earl Boykins,.750,.028,.083,.167,.472,.250,.370,1.000,.667,.333,.294,.222
Craig Brackins,.727,.121,.061,.182,.364,.273,.250,.750,.000,.167,.167,.333
Avery Bradley,.866,.410,.087,.057,.311,.134,.511,.661,.200,.522,.400,.407
Elton Brand,.998,.165,.255,.435,.143,.002,.495,.688,.439,.455,.494,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Corey Brewer,.726,.441,.145,.056,.084,.274,.500,.603,.343,.346,.333,.260
Ronnie Brewer,.845,.369,.058,.072,.346,.155,.455,.610,.308,.406,.325,.275
Jon Brockman,.978,.600,.089,.089,.200,.022,.341,.407,.000,.500,.222,.000
MarShon Brooks,.766,.222,.173,.156,.214,.234,.463,.592,.486,.380,.372,.313
Derrick Brown,.941,.499,.095,.103,.244,.059,.535,.686,.282,.429,.370,.250
Kwame Brown,1.000,.725,.225,.050,.000,.000,.525,.655,.111,.500,,
Shannon Brown,.686,.232,.090,.062,.301,.314,.446,.669,.278,.297,.356,.362
Kobe Bryant*,.785,.132,.164,.197,.293,.215,.464,.688,.434,.403,.422,.303
Chase Budinger,.535,.206,.134,.074,.121,.465,.476,.680,.302,.514,.298,.402
Alec Burks,.874,.364,.188,.062,.261,.126,.442,.638,.269,.273,.333,.333
Caron Butler,.635,.146,.081,.092,.316,.365,.435,.563,.316,.492,.390,.358
Jimmy Butler,.861,.354,.203,.089,.215,.139,.441,.500,.375,.571,.353,.182
Rasual Butler,.421,.053,.053,.060,.256,.579,.357,.429,.286,.125,.412,.273
Derrick Byars,.455,.364,.091,.000,.000,.545,.600,.750,.000,,,.000
Andrew Bynum,.994,.476,.435,.068,.015,.006,.560,.755,.405,.296,.083,.200
Will Bynum,.851,.438,.144,.072,.196,.149,.406,.529,.286,.286,.263,.241
José Calderón,.667,.107,.034,.086,.440,.333,.500,.725,.438,.439,.462,.371
Marcus Camby,.983,.481,.160,.108,.233,.017,.447,.500,.370,.387,.418,.400
Marcus Camby,1.000,.578,.124,.112,.186,.000,.416,.484,.150,.333,.433,
Marcus Camby,.960,.357,.206,.103,.294,.040,.488,.533,.538,.462,.405,.400
Brian Cardinal,.109,.055,.000,.000,.055,.891,.667,1.000,,,.333,.204
DeMarre Carroll,.819,.238,.190,.048,.343,.181,.419,.600,.350,.200,.361,.368
DeMarre Carroll,1.000,.333,.333,.167,.167,.000,1.000,1.000,1.000,1.000,1.000,
DeMarre Carroll,.808,.232,.182,.040,.354,.192,.375,.565,.278,.000,.343,.368
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Matt Carroll,.726,.191,.076,.025,.433,.274,.386,.500,.167,.500,.368,.186
Anthony Carter,.679,.151,.075,.113,.340,.321,.333,.750,.500,.333,.111,.294
Vince Carter,.622,.227,.146,.090,.159,.378,.442,.610,.316,.367,.360,.361
Omri Casspi,.592,.320,.165,.063,.044,.408,.463,.553,.338,.308,.500,.315
Mario Chalmers,.478,.187,.118,.074,.098,.522,.513,.581,.458,.595,.388,.388
Tyson Chandler,.994,.820,.152,.014,.008,.006,.683,.753,.389,.200,.000,.000
Wilson Chandler,.848,.304,.101,.127,.316,.152,.418,.667,.375,.200,.280,.250
Josh Childress,.758,.586,.121,.030,.020,.242,.587,.707,.083,.667,.000,.167
Earl Clark,1.000,.345,.129,.151,.374,.000,.367,.542,.167,.381,.269,
Norris Cole,.831,.336,.142,.084,.269,.169,.417,.523,.281,.395,.364,.276
Jason Collins,1.000,.500,.050,.100,.350,.000,.400,.600,.500,.250,.143,
Darren Collison,.820,.260,.143,.136,.281,.180,.457,.551,.347,.380,.463,.362
Nick Collison,.995,.642,.124,.070,.159,.005,.600,.690,.360,.357,.531,.000
Mike Conley,.768,.282,.167,.061,.257,.232,.450,.622,.307,.357,.375,.377
Brian Cook,.490,.163,.051,.061,.214,.510,.438,.625,.400,.000,.429,.200
Brian Cook,.449,.163,.041,.102,.143,.551,.273,.500,.000,.000,.286,.185
Brian Cook,.531,.163,.061,.020,.286,.469,.577,.750,.667,.000,.500,.217
Daequan Cook,.230,.027,.027,.027,.149,.770,.441,.625,.375,.375,.432,.346
DeMarcus Cousins,.986,.422,.285,.071,.207,.014,.453,.583,.316,.352,.411,.143
Jamal Crawford,.647,.141,.128,.099,.280,.353,.426,.548,.287,.384,.442,.308
Jordan Crawford,.687,.196,.117,.118,.256,.313,.451,.602,.304,.408,.422,.289
Dante Cunningham,.993,.380,.111,.151,.351,.007,.520,.792,.387,.357,.337,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Eddy Curry,1.000,.769,.192,.038,.000,.000,.462,.500,.400,.000,,
Stephen Curry,.591,.108,.101,.081,.301,.409,.514,.563,.267,.292,.640,.455
Samuel Dalembert,.997,.420,.273,.190,.114,.003,.508,.651,.444,.320,.444,.000
Erick Dampier,1.000,.750,.250,.000,.000,.000,.125,.167,.000,,,
Marquis Daniels,.930,.434,.280,.098,.119,.070,.391,.565,.175,.429,.235,.000
Baron Davis,.538,.163,.141,.120,.114,.462,.424,.600,.269,.455,.333,.306
Ed Davis,.997,.391,.313,.200,.093,.003,.515,.771,.429,.269,.258,.000
Glen Davis,.974,.318,.223,.159,.273,.026,.429,.606,.378,.365,.301,.143
Josh Davis,.519,.370,.000,.037,.111,.481,.429,.500,,.000,.333,.308
Eric Dawson,1.000,.417,.000,.167,.417,.000,.583,.600,,.500,.600,
Austin Daye,.727,.137,.106,.145,.339,.273,.364,.645,.417,.242,.286,.210
Carlos Delfino,.472,.214,.060,.044,.155,.528,.449,.577,.333,.500,.300,.360
Luol Deng,.715,.232,.162,.053,.269,.285,.430,.646,.344,.125,.355,.367
Justin Dentmon,.500,.179,.036,.036,.250,.500,.571,.400,.000,1.000,.714,.143
Justin Dentmon,.333,.167,.000,.000,.167,.667,1.000,1.000,,,1.000,.000
Justin Dentmon,.545,.182,.045,.045,.273,.455,.500,.250,.000,1.000,.667,.200
DeMar DeRozan,.898,.248,.142,.179,.329,.102,.440,.589,.445,.407,.343,.261
Boris Diaw,.718,.319,.160,.063,.177,.282,.496,.589,.411,.318,.468,.313
Boris Diaw,.696,.283,.166,.071,.177,.304,.472,.563,.404,.300,.460,.267
Boris Diaw,.809,.471,.132,.029,.176,.191,.582,.656,.444,.500,.500,.615
Ike Diogu,1.000,.500,.500,.000,.000,.000,.000,.000,.000,,,
DeSagana Diop,1.000,.310,.190,.286,.214,.000,.357,.538,.375,.250,.222,
Keyon Dooling,.503,.141,.067,.061,.233,.497,.476,.652,.273,.400,.447,.333
Toney Douglas,.597,.166,.134,.124,.172,.403,.387,.542,.308,.389,.300,.231
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Goran Dragić,.663,.305,.133,.105,.120,.337,.525,.710,.363,.365,.375,.337
Jared Dudley,.675,.243,.084,.110,.238,.325,.535,.705,.407,.366,.484,.383
Chris Duhon,.414,.187,.089,.020,.118,.586,.417,.526,.222,.500,.375,.420
Tim Duncan*,.995,.261,.278,.173,.282,.005,.495,.691,.353,.457,.478,.000
Mike Dunleavy,.587,.230,.065,.073,.218,.413,.527,.672,.394,.378,.464,.399
Kevin Durant,.735,.213,.157,.184,.182,.265,.535,.739,.448,.424,.483,.387
Jerome Dyson,.833,.438,.208,.063,.125,.167,.450,.571,.400,.000,.333,.125
Devin Ebanks,.899,.382,.169,.056,.292,.101,.463,.588,.267,.200,.462,.000
Wayne Ellington,.642,.142,.099,.063,.338,.358,.448,.628,.300,.316,.441,.324
Monta Ellis,.807,.253,.124,.129,.301,.193,.462,.631,.341,.455,.374,.308
Monta Ellis,.778,.237,.118,.125,.298,.222,.465,.623,.349,.489,.376,.321
Monta Ellis,.866,.286,.137,.137,.307,.134,.457,.646,.326,.391,.369,.267
Francisco Elson,1.000,.000,.000,1.000,.000,.000,.333,,,.333,,
Andre Emmett,.857,.571,.143,.000,.143,.143,.667,.750,1.000,,.000,.000
Semih Erden,1.000,.743,.216,.027,.014,.000,.527,.636,.188,.500,.000,
Jeremy Evans,.976,.714,.143,.048,.071,.024,.659,.867,.167,.000,.000,.000
Maurice Evans,.598,.170,.080,.143,.205,.402,.418,.579,.222,.313,.435,.378
Reggie Evans,1.000,.694,.264,.028,.014,.000,.472,.600,.158,.500,.000,
Tyreke Evans,.890,.437,.219,.048,.187,.110,.484,.654,.340,.256,.315,.202
Christian Eyenga,.880,.320,.080,.120,.360,.120,.227,.500,.500,.000,.000,.333
Christian Eyenga,.895,.316,.000,.158,.421,.105,.118,.333,,.000,.000,.500
Christian Eyenga,.833,.333,.333,.000,.167,.167,.600,1.000,.500,,.000,.000
Kenneth Faried,1.000,.660,.259,.061,.019,.000,.586,.686,.413,.263,.500,
Jordan Farmar,.603,.248,.089,.057,.210,.397,.484,.628,.464,.278,.379,.440
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Derrick Favors,1.000,.539,.288,.115,.058,.000,.499,.658,.352,.235,.269,
Raymond Felton,.684,.269,.106,.056,.252,.316,.453,.543,.441,.306,.395,.305
Rudy Fernández,.458,.151,.049,.071,.187,.542,.573,.824,.364,.500,.452,.328
Kyrylo Fesenko,1.000,.600,.400,.000,.000,.000,.400,.333,.500,,,
Landry Fields,.764,.442,.154,.090,.078,.236,.523,.661,.304,.391,.325,.256
Derek Fisher,.687,.121,.106,.078,.382,.313,.393,.476,.297,.333,.406,.321
Derek Fisher,.692,.113,.108,.071,.400,.308,.410,.407,.269,.471,.438,.324
Derek Fisher,.676,.139,.102,.093,.343,.324,.356,.600,.364,.100,.324,.314
Jonny Flynn,.740,.191,.267,.130,.153,.260,.371,.560,.286,.353,.300,.294
Jonny Flynn,.780,.146,.317,.244,.073,.220,.313,.500,.231,.400,.000,.222
Jonny Flynn,.722,.211,.244,.078,.189,.278,.400,.579,.318,.286,.353,.320
Jeff Foote,1.000,.500,.500,.000,.000,.000,.333,.333,.333,,,
Gary Forbes,.694,.229,.125,.074,.266,.306,.441,.548,.412,.300,.403,.349
T.J. Ford,.814,.186,.140,.163,.326,.186,.486,.500,.333,.571,.500,.250
Courtney Fortson,.594,.281,.281,.000,.031,.406,.421,.444,.333,,1.000,.231
Courtney Fortson,.667,.083,.500,.000,.083,.333,.500,.000,.500,,1.000,.250
Courtney Fortson,.550,.400,.150,.000,.000,.450,.364,.500,.000,,,.222
Jeff Foster,.944,.611,.111,.056,.167,.056,.471,.636,.000,.000,.333,1.000
Randy Foye,.489,.138,.107,.048,.196,.511,.410,.596,.319,.387,.333,.386
Jimmer Fredette,.516,.099,.175,.092,.150,.484,.409,.750,.256,.317,.418,.361
Enes Freedom,.996,.521,.322,.081,.072,.004,.498,.634,.395,.211,.294,.000
Channing Frye,.571,.131,.135,.049,.256,.429,.469,.650,.494,.333,.389,.346
Dan Gadzuric,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,
Sundiata Gaines,.697,.244,.159,.096,.199,.303,.392,.364,.442,.423,.370,.341
Danilo Gallinari,.607,.318,.084,.030,.176,.393,.470,.601,.282,.214,.366,.328
Francisco García,.428,.118,.039,.066,.205,.572,.490,.778,.778,.133,.383,.290
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Kevin Garnett*,.988,.192,.175,.201,.421,.012,.505,.691,.441,.423,.486,.333
Marc Gasol,.984,.212,.357,.266,.149,.016,.489,.701,.470,.406,.382,.083
Pau Gasol,.971,.275,.281,.167,.248,.029,.508,.687,.442,.412,.449,.259
Rudy Gay,.838,.275,.169,.178,.216,.162,.482,.679,.367,.437,.359,.312
Alonzo Gee,.751,.387,.171,.080,.114,.249,.442,.601,.191,.273,.397,.321
Paul George,.634,.297,.094,.092,.150,.366,.472,.621,.367,.356,.313,.385
Daniel Gibson,.440,.101,.089,.032,.218,.560,.294,.600,.227,.125,.204,.396
Taj Gibson,1.000,.426,.208,.153,.213,.000,.495,.663,.369,.452,.314,
Manu Ginóbili*,.558,.284,.112,.060,.102,.442,.616,.778,.469,.588,.345,.413
Mickell Gladness,1.000,.441,.220,.237,.102,.000,.424,.538,.308,.357,.333,
Mickell Gladness,1.000,.333,.000,.667,.000,.000,.333,.000,,.500,,
Mickell Gladness,1.000,.446,.232,.214,.107,.000,.429,.560,.308,.333,.333,
Ryan Gomes,.695,.116,.063,.095,.421,.305,.409,.545,.667,.333,.350,.138
Drew Gooden,.916,.289,.149,.119,.359,.084,.450,.568,.316,.346,.445,.291
Ben Gordon,.723,.128,.109,.081,.404,.277,.446,.500,.379,.349,.467,.429
Eric Gordon,.714,.307,.186,.064,.157,.286,.530,.698,.385,.444,.409,.250
Marcin Gortat,.997,.428,.352,.161,.056,.003,.557,.736,.435,.387,.442,.000
Andrew Goudelock,.569,.017,.161,.126,.264,.431,.404,.000,.571,.545,.261,.373
Danny Granger,.657,.192,.152,.140,.172,.343,.434,.558,.392,.379,.377,.381
Aaron Gray,1.000,.578,.311,.099,.012,.000,.516,.656,.280,.438,.500,
Danny Green,.509,.235,.119,.059,.096,.491,.449,.589,.246,.321,.435,.436
Gerald Green,.656,.166,.103,.141,.247,.344,.529,.736,.606,.467,.392,.391
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Willie Green,.652,.154,.120,.086,.292,.348,.486,.660,.538,.357,.411,.442
Donté Greene,.605,.244,.117,.064,.177,.395,.516,.708,.387,.412,.362,.238
Blake Griffin,.984,.436,.266,.059,.223,.016,.556,.765,.426,.250,.382,.125
Hamed Haddadi,.979,.604,.229,.104,.042,.021,.553,.690,.364,.200,.500,.000
Jordan Hamilton,.577,.198,.216,.063,.099,.423,.484,.682,.375,.286,.455,.362
Richard Hamilton,.852,.132,.116,.252,.352,.148,.466,.659,.556,.423,.394,.370
Tyler Hansbrough,.998,.280,.267,.111,.340,.002,.406,.604,.289,.321,.362,.000
Luke Harangody,.677,.231,.077,.077,.292,.323,.409,.467,.000,.600,.421,.238
James Harden,.536,.328,.111,.024,.073,.464,.579,.723,.300,.400,.413,.390
Justin Harper,.581,.290,.065,.032,.194,.419,.389,.667,.000,.000,.167,.154
Josh Harrellson,.604,.336,.107,.034,.128,.396,.478,.560,.375,.800,.263,.339
Al Harrington,.608,.370,.088,.048,.102,.392,.519,.629,.265,.378,.405,.333
Devin Harris,.607,.227,.142,.059,.179,.393,.498,.667,.377,.375,.423,.362
Manny Harris,.760,.320,.140,.100,.200,.240,.421,.563,.429,.400,.200,.333
Terrel Harris,.530,.434,.024,.012,.060,.470,.477,.500,.000,.000,.600,.205
Tobias Harris,.864,.391,.331,.083,.059,.136,.500,.682,.321,.429,.400,.261
Udonis Haslem,1.000,.345,.098,.221,.336,.000,.423,.545,.314,.392,.350,
Spencer Hawes,.962,.285,.235,.172,.270,.038,.498,.637,.467,.400,.442,.250
Chuck Hayes,.988,.471,.453,.059,.006,.012,.435,.500,.364,.500,.000,.000
Gordon Hayward,.729,.295,.113,.063,.258,.271,.496,.642,.409,.486,.371,.346
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Lazar Hayward,.632,.184,.132,.105,.211,.368,.375,.571,.400,.000,.375,.286
Brendan Haywood,1.000,.592,.316,.092,.000,.000,.518,.674,.306,.238,,
Gerald Henderson,.935,.254,.122,.133,.426,.065,.475,.679,.341,.427,.406,.234
Xavier Henry,.925,.254,.189,.114,.368,.075,.393,.638,.256,.154,.369,.412
Roy Hibbert,.999,.358,.455,.118,.067,.001,.498,.569,.510,.329,.333,.000
J.J. Hickson,.995,.429,.235,.145,.189,.005,.469,.631,.435,.228,.338,.000
J.J. Hickson,.994,.335,.231,.185,.249,.006,.372,.569,.275,.250,.302,.000
J.J. Hickson,.995,.502,.237,.114,.142,.005,.546,.664,.558,.200,.387,.000
Cory Higgins,.875,.281,.175,.156,.263,.125,.343,.400,.214,.480,.286,.200
Nenê,.990,.519,.163,.127,.181,.010,.542,.691,.313,.420,.408,.000
Nenê,.993,.573,.146,.103,.171,.007,.513,.658,.244,.345,.354,.000
Nenê,.982,.384,.205,.188,.205,.018,.618,.814,.435,.524,.522,.000
George Hill,.613,.205,.139,.082,.187,.387,.489,.615,.434,.484,.394,.367
Grant Hill*,.882,.197,.144,.206,.335,.118,.470,.663,.323,.355,.490,.264
Jordan Hill,.982,.364,.309,.139,.170,.018,.506,.700,.451,.391,.286,.000
Jordan Hill,.978,.333,.311,.148,.185,.022,.515,.733,.452,.400,.320,.000
Jordan Hill,1.000,.500,.300,.100,.100,.000,.467,.600,.444,.333,.000,
Kirk Hinrich,.539,.159,.081,.054,.244,.461,.472,.638,.375,.313,.431,.346
Darington Hobson,.538,.154,.154,.077,.154,.462,.286,.500,.000,1.000,.000,.000
Jrue Holiday,.795,.247,.171,.159,.217,.205,.445,.539,.343,.429,.431,.380
Ryan Hollins,1.000,.690,.167,.095,.048,.000,.548,.638,.286,.500,.250,
Ryan Hollins,1.000,.643,.196,.089,.071,.000,.500,.556,.364,.600,.250,
Ryan Hollins,1.000,.786,.107,.107,.000,.000,.643,.773,.000,.333,,
Tyler Honeycutt,.875,.333,.125,.042,.375,.125,.333,.625,.000,.000,.222,.333
Al Horford,.990,.369,.243,.087,.291,.010,.559,.684,.600,.444,.400,.000
Dennis Horner,.750,.000,.250,.250,.250,.250,.333,,.000,1.000,.000,.000
Dwight Howard,.990,.517,.459,.012,.003,.010,.579,.731,.417,.333,.000,.000
Josh Howard,.898,.155,.252,.163,.327,.102,.417,.661,.462,.356,.297,.243
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Juwan Howard,1.000,.309,.345,.145,.200,.000,.309,.412,.211,.125,.455,
Lester Hudson,.605,.222,.148,.080,.154,.395,.469,.667,.542,.154,.280,.250
Lester Hudson,.596,.219,.152,.086,.139,.404,.489,.697,.522,.154,.333,.246
Lester Hudson,.727,.273,.091,.000,.364,.273,.250,.333,1.000,,.000,.333
Larry Hughes,.682,.136,.045,.136,.364,.318,.267,.333,.000,.333,.250,.143
Kris Humphries,1.000,.453,.173,.200,.174,.000,.481,.592,.371,.358,.444,
Serge Ibaka,.994,.402,.169,.120,.302,.006,.536,.711,.422,.305,.459,.333
Andre Iguodala,.695,.229,.074,.084,.307,.305,.481,.752,.362,.434,.320,.394
Ersan İlyasova,.812,.404,.136,.075,.198,.188,.501,.614,.321,.444,.415,.455
Kyrie Irving,.755,.364,.123,.092,.175,.245,.491,.614,.359,.391,.382,.399
Royal Ivey,.274,.068,.110,.027,.068,.726,.400,1.000,.125,.500,.200,.340
Jarrett Jack,.808,.125,.238,.161,.283,.192,.482,.616,.468,.479,.436,.348
Reggie Jackson,.610,.264,.107,.094,.145,.390,.392,.452,.353,.200,.435,.210
Stephen Jackson,.600,.231,.122,.066,.181,.400,.431,.551,.519,.214,.299,.288
Stephen Jackson,.603,.213,.114,.085,.191,.397,.409,.534,.516,.217,.288,.278
Stephen Jackson,.595,.261,.137,.033,.163,.405,.473,.575,.524,.200,.320,.306
Damion James,.971,.171,.343,.143,.314,.029,.382,.833,.167,.200,.455,.000
LeBron James,.873,.329,.136,.135,.272,.127,.556,.758,.484,.481,.384,.362
Mike James,.796,.265,.327,.102,.102,.204,.359,.462,.375,.200,.200,.600
Antawn Jamison,.744,.230,.229,.068,.217,.256,.425,.629,.397,.282,.282,.341
Al Jefferson,.996,.218,.364,.216,.199,.004,.493,.680,.491,.394,.402,.250
Richard Jefferson,.449,.078,.066,.059,.246,.551,.411,.737,.188,.310,.392,.420
Richard Jefferson,.404,.078,.056,.047,.223,.596,.403,.640,.222,.200,.408,.421
Richard Jefferson,.533,.077,.083,.083,.290,.467,.422,.923,.143,.429,.367,.418
Jared Jeffries,.889,.556,.139,.028,.167,.111,.438,.538,.150,.250,.375,.188
Charles Jenkins,.931,.216,.127,.058,.529,.069,.469,.524,.297,.529,.481,.150
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Brandon Jennings,.654,.262,.167,.084,.141,.346,.464,.571,.396,.362,.405,.332
Jonas Jerebko,.766,.389,.161,.044,.172,.234,.519,.625,.342,.400,.474,.302
Yi Jianlian,.878,.171,.085,.061,.561,.122,.389,.429,.143,.200,.435,.300
Amir Johnson,.985,.509,.188,.050,.238,.015,.579,.734,.484,.353,.370,.400
Armon Johnson,.930,.419,.279,.140,.093,.070,.475,.611,.500,.333,.000,.333
Armon Johnson,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,
Armon Johnson,.929,.405,.286,.143,.095,.071,.462,.588,.500,.333,.000,.333
Carldell Johnson,.571,.171,.229,.086,.086,.429,.350,.500,.125,.333,.667,.267
Chris Johnson,1.000,.537,.268,.122,.073,.000,.488,.636,.273,.600,.000,
Chris Johnson,1.000,.609,.174,.130,.087,.000,.478,.714,.000,.333,.000,
Chris Johnson,1.000,.444,.389,.111,.056,.000,.500,.500,.429,1.000,.000,
Ivan Johnson,.978,.491,.182,.062,.244,.022,.517,.711,.320,.529,.269,.333
JaJuan Johnson,1.000,.289,.124,.281,.306,.000,.446,.657,.467,.382,.297,
James Johnson,.884,.396,.166,.073,.249,.116,.467,.620,.419,.342,.295,.317
Joe Johnson,.654,.120,.183,.102,.249,.346,.489,.705,.494,.442,.401,.388
Trey Johnson,1.000,.429,.071,.143,.357,.000,.571,.833,1.000,.500,.200,
Wesley Johnson,.574,.166,.043,.055,.310,.426,.461,.712,.412,.455,.333,.314
Dahntay Jones,.726,.285,.171,.096,.174,.274,.402,.613,.313,.222,.245,.429
Dominique Jones,.890,.452,.205,.096,.137,.110,.431,.636,.267,.286,.100,.125
James Jones,.240,.000,.007,.047,.187,.760,.306,,.000,.571,.250,.404
Solomon Jones,1.000,.361,.197,.295,.148,.000,.393,.455,.417,.389,.222,
Solomon Jones,1.000,.625,.000,.250,.125,.000,.125,.200,,.000,.000,
