Player,pct_2P_2014,pct_0-3_2014,pct_3-10_2014,pct_10-16_2014,pct_16-3P_2014,pct_3P_2014,att_2P_2014,att_0-3_2014,att_3-10_2014,att_10-16_2014,att_16-3P_2014,att_3P_2014
Brandon Bass,.992,.348,.171,.233,.240,.008,.487,.603,.290,.562,.385,.333
Shane Battier,.236,.102,.091,.029,.015,.764,.492,.643,.440,.375,.000,.348
Nicolas Batum,.509,.219,.055,.077,.159,.491,.566,.760,.378,.444,.423,.361
Jerryd Bayless,.656,.141,.089,.083,.342,.344,.425,.517,.364,.471,.393,.358
Jerryd Bayless,.653,.151,.109,.088,.305,.347,.417,.472,.500,.524,.329,.301
Jerryd Bayless,.659,.135,.077,.079,.365,.341,.430,.549,.241,.433,.428,.395
Aron Baynes,1.000,.460,.282,.178,.080,.000,.436,.560,.391,.207,.385,
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Kent Bazemore,.627,.271,.143,.052,.160,.373,.484,.645,.306,.389,.400,.336
Kent Bazemore,.598,.227,.113,.021,.237,.402,.448,.636,.364,.000,.348,.256
Kent Bazemore,.638,.289,.154,.065,.130,.362,.497,.648,.289,.438,.438,.371
Bradley Beal,.701,.151,.065,.124,.361,.299,.426,.618,.387,.364,.373,.402
Michael Beasley,.848,.307,.206,.132,.203,.152,.518,.670,.521,.383,.375,.389
Marco Belinelli,.578,.178,.094,.081,.226,.422,.525,.734,.354,.482,.446,.430
Anthony Bennett,.764,.293,.111,.071,.289,.236,.390,.606,.200,.250,.277,.245
Patrick Beverley,.470,.198,.181,.037,.054,.530,.473,.568,.460,.333,.269,.361
Andris Biedriņš,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,
Chauncey Billups,.392,.038,.089,.063,.203,.608,.323,.333,.143,.000,.500,.292
Bismack Biyombo,1.000,.660,.243,.083,.014,.000,.611,.737,.371,.417,.000,
DeJuan Blair,.995,.481,.387,.115,.013,.005,.537,.640,.474,.333,.400,.000
Steve Blake,.405,.076,.040,.071,.218,.595,.378,.593,.286,.320,.338,.376
Steve Blake,.438,.099,.056,.082,.202,.562,.353,.652,.231,.211,.298,.397
Steve Blake,.342,.033,.008,.050,.250,.658,.439,.250,1.000,.667,.400,.342
Andray Blatche,.920,.393,.160,.102,.264,.080,.494,.660,.389,.377,.354,.278
Eric Bledsoe,.748,.338,.137,.090,.183,.252,.517,.665,.382,.420,.392,.357
Vander Blue,.750,.000,.750,.000,.000,.250,.667,,.667,,,.000
Keith Bogans,.000,.000,.000,.000,.000,1.000,,,,,,.500
Andrew Bogut,1.000,.696,.253,.032,.019,.000,.627,.697,.442,.583,.571,
Matt Bonner,.402,.043,.213,.061,.085,.598,.470,.714,.429,.200,.643,.429
Trevor Booker,.995,.417,.280,.114,.184,.005,.554,.726,.442,.457,.392,.000
Carlos Boozer,.998,.334,.161,.236,.267,.002,.457,.615,.367,.377,.385,.000
Chris Bosh*,.771,.280,.106,.109,.276,.229,.569,.712,.495,.481,.487,.339
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Avery Bradley,.758,.187,.081,.064,.425,.242,.451,.597,.284,.321,.439,.395
Elton Brand,.994,.244,.214,.392,.145,.006,.542,.716,.479,.515,.417,.000
Corey Brewer,.739,.467,.129,.052,.090,.261,.552,.679,.365,.310,.301,.280
Ronnie Brewer,.467,.200,.067,.000,.200,.533,.286,.667,.000,,.000,.125
Ronnie Brewer,.467,.200,.067,.000,.200,.533,.286,.667,.000,,.000,.125
Ronnie Brewer,,,,,,,,,,,,
Aaron Brooks,.573,.203,.210,.084,.076,.427,.411,.500,.352,.347,.409,.387
Aaron Brooks,.498,.175,.236,.057,.030,.502,.382,.413,.403,.333,.125,.409
Aaron Brooks,.635,.226,.189,.107,.113,.365,.431,.556,.300,.353,.472,.362
MarShon Brooks,.800,.264,.280,.112,.144,.200,.440,.636,.514,.214,.111,.520
MarShon Brooks,.833,.250,.250,.083,.250,.167,.350,.667,.167,.500,.167,.500
MarShon Brooks,.846,.308,.308,.154,.077,.154,.455,.750,.500,.000,.000,.000
MarShon Brooks,.784,.261,.284,.114,.125,.216,.464,.609,.600,.200,.091,.579
Lorenzo Brown,.651,.314,.186,.070,.081,.349,.411,.444,.500,.167,.286,.100
Shannon Brown,.970,.364,.106,.167,.333,.030,.375,.750,.000,.364,.091,.000
Shannon Brown,.929,.250,.143,.179,.357,.071,.308,.714,.000,.200,.200,.000
Shannon Brown,1.000,.447,.079,.158,.316,.000,.421,.765,.000,.500,.000,
Kobe Bryant*,.781,.164,.123,.247,.247,.219,.491,.750,.556,.500,.278,.188
Chase Budinger,.528,.205,.087,.059,.177,.472,.433,.712,.318,.333,.200,.350
Reggie Bullock,.397,.107,.050,.058,.182,.603,.438,.846,.333,.286,.273,.301
Trey Burke,.625,.146,.124,.095,.261,.375,.410,.511,.342,.318,.419,.330
Alec Burks,.828,.342,.197,.060,.229,.172,.480,.644,.354,.420,.358,.350
Caron Butler,.539,.070,.041,.122,.306,.461,.395,.474,.318,.394,.388,.394
Caron Butler,.585,.096,.045,.119,.325,.415,.406,.471,.313,.405,.400,.361
Caron Butler,.452,.022,.032,.129,.269,.548,.369,.500,.333,.375,.360,.441
Jimmy Butler,.654,.300,.071,.085,.198,.346,.457,.596,.204,.407,.358,.283
Rasual Butler,.436,.145,.027,.100,.164,.564,.521,.688,.333,.455,.444,.419
Dwight Buycks,.646,.188,.167,.063,.229,.354,.323,.667,.125,.333,.182,.294
Andrew Bynum,1.000,.316,.404,.213,.067,.000,.418,.521,.352,.375,.467,
Andrew Bynum,1.000,.300,.404,.227,.069,.000,.419,.508,.366,.370,.500,
Andrew Bynum,1.000,.455,.409,.091,.045,.000,.409,.600,.222,.500,.000,
Will Bynum,.856,.337,.230,.060,.226,.144,.446,.614,.313,.308,.371,.323
Nick Calathes,.804,.338,.219,.135,.113,.196,.492,.657,.397,.333,.371,.311
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
José Calderón,.432,.092,.025,.051,.263,.568,.464,.652,.263,.421,.426,.449
Kentavious Caldwell-Pope,.598,.267,.078,.065,.187,.402,.447,.602,.333,.400,.291,.319
Isaiah Canaan,.368,.230,.046,.011,.069,.632,.406,.500,.250,.000,.333,.327
DeMarre Carroll,.583,.312,.148,.031,.092,.417,.548,.695,.368,.400,.390,.362
Vince Carter,.543,.184,.129,.081,.148,.457,.418,.517,.410,.333,.350,.394
Michael Carter-Williams,.803,.340,.248,.083,.132,.197,.440,.553,.345,.364,.374,.264
Omri Casspi,.571,.222,.239,.049,.059,.429,.479,.692,.388,.250,.250,.347
Mario Chalmers,.596,.350,.182,.027,.038,.404,.500,.602,.382,.067,.429,.385
Tyson Chandler,.997,.748,.124,.040,.084,.003,.595,.689,.225,.308,.444,.000
Wilson Chandler,.524,.213,.129,.062,.121,.476,.478,.643,.368,.348,.371,.348
Josh Childress,,,,,,,,,,,,
Dionte Christmas,.500,.194,.048,.032,.226,.500,.419,.583,.333,.000,.357,.290
Earl Clark,.533,.161,.088,.077,.207,.467,.403,.524,.435,.300,.333,.336
Earl Clark,.517,.163,.075,.071,.208,.483,.403,.538,.389,.235,.360,.345
Earl Clark,.714,.143,.238,.143,.190,.286,.400,.333,.600,.667,.000,.167
Ian Clark,.537,.179,.164,.060,.134,.463,.417,.500,.364,.500,.333,.355
Victor Claver,.571,.381,.071,.024,.095,.429,.583,.813,.000,.000,.250,.167
Norris Cole,.652,.322,.104,.050,.176,.348,.451,.522,.346,.280,.432,.345
Jason Collins,.875,.417,.167,.083,.208,.125,.524,.600,.500,.000,.600,.000
Darren Collison,.728,.275,.089,.138,.225,.272,.501,.649,.323,.448,.423,.376
Nick Collison,.929,.577,.120,.025,.207,.071,.580,.655,.552,.500,.400,.235
Mike Conley,.717,.266,.184,.069,.198,.283,.484,.613,.379,.437,.426,.361
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Chris Copeland,.325,.162,.120,.026,.017,.675,.579,.684,.571,.000,.500,.418
DeMarcus Cousins,.994,.359,.324,.088,.223,.006,.499,.673,.389,.390,.423,.000
Robert Covington,.214,.000,.143,.000,.071,.786,.667,,.500,,1.000,.364
Allen Crabbe,.576,.242,.091,.061,.182,.424,.316,.375,.333,.500,.167,.429
Jamal Crawford,.559,.108,.110,.109,.232,.441,.460,.624,.423,.364,.447,.361
Jordan Crawford,.638,.135,.180,.152,.171,.362,.471,.566,.451,.533,.363,.316
Jordan Crawford,.655,.147,.182,.156,.169,.345,.463,.493,.434,.549,.390,.318
Jordan Crawford,.616,.117,.177,.147,.174,.384,.483,.692,.475,.510,.328,.313
Jae Crowder,.490,.243,.071,.051,.125,.510,.552,.722,.381,.400,.378,.331
Dante Cunningham,.990,.226,.075,.108,.582,.010,.468,.704,.421,.436,.392,.000
Jared Cunningham,.667,.190,.238,.000,.238,.333,.357,.500,.400,,.200,.143
Jared Cunningham,.500,.000,.000,.000,.500,.500,1.000,,,,1.000,.000
Jared Cunningham,.684,.211,.263,.000,.211,.316,.308,.500,.400,,.000,.167
Seth Curry,.667,.000,.667,.000,.000,.333,.000,,.000,,,1.000
Seth Curry,,,,,,,,,,,,
Seth Curry,.667,.000,.667,.000,.000,.333,.000,,.000,,,1.000
Stephen Curry,.555,.139,.095,.077,.245,.445,.509,.625,.412,.557,.466,.424
Samuel Dalembert,.997,.687,.172,.080,.058,.003,.569,.641,.431,.267,.545,.000
Troy Daniels,.194,.000,.129,.032,.032,.806,.500,,.500,1.000,.000,.480
Gigi Datome,.598,.134,.041,.082,.340,.402,.466,.769,.250,.500,.364,.179
Brandon Davies,.922,.461,.227,.094,.141,.078,.441,.576,.379,.250,.222,.200
Anthony Davis,.991,.396,.207,.180,.208,.009,.522,.704,.409,.431,.368,.222
Ed Davis,1.000,.517,.252,.186,.045,.000,.534,.680,.342,.444,.308,
Glen Davis,.981,.278,.187,.157,.359,.019,.459,.612,.360,.409,.413,.364
Glen Davis,.980,.262,.195,.154,.369,.020,.454,.597,.370,.367,.434,.400
Glen Davis,.988,.383,.136,.173,.296,.012,.488,.677,.273,.643,.250,.000
Austin Daye,.456,.118,.147,.088,.103,.544,.387,.750,.200,.500,.143,.324
Austin Daye,.385,.231,.077,.000,.077,.615,.600,1.000,.000,,.000,.000
Austin Daye,.473,.091,.164,.109,.109,.527,.346,.600,.222,.500,.167,.414
Nando De Colo,.654,.294,.078,.078,.203,.346,.460,.644,.250,.417,.290,.340
Nando De Colo,.667,.344,.065,.054,.204,.333,.516,.625,.333,.400,.421,.323
Nando De Colo,.633,.217,.100,.117,.200,.367,.368,.692,.167,.429,.083,.364
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Dewayne Dedmon,1.000,.542,.253,.096,.108,.000,.458,.556,.333,.375,.333,
Dewayne Dedmon,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,
Dewayne Dedmon,1.000,.448,.276,.172,.103,.000,.517,.692,.375,.400,.333,
Dewayne Dedmon,1.000,.604,.226,.057,.113,.000,.434,.500,.333,.333,.333,
Matthew Dellavedova,.476,.091,.176,.105,.108,.524,.461,.667,.404,.355,.469,.368
Luol Deng,.780,.265,.172,.099,.244,.220,.468,.645,.358,.329,.410,.302
Luol Deng,.825,.280,.172,.102,.271,.175,.490,.707,.361,.389,.385,.274
Luol Deng,.749,.255,.172,.097,.225,.251,.451,.597,.356,.286,.430,.315
DeMar DeRozan,.851,.153,.154,.182,.362,.149,.451,.712,.392,.395,.395,.305
Boris Diaw,.807,.324,.267,.066,.150,.193,.549,.686,.523,.421,.356,.402
Gorgui Dieng,.996,.520,.273,.110,.093,.004,.496,.619,.290,.520,.381,1.000
Toney Douglas,.463,.232,.068,.053,.111,.537,.477,.591,.154,.600,.381,.304
Toney Douglas,.314,.093,.047,.058,.116,.686,.481,.750,.000,.600,.400,.322
Toney Douglas,.587,.346,.087,.048,.106,.413,.475,.556,.222,.600,.364,.279
Chris Douglas-Roberts,.476,.282,.111,.044,.040,.524,.500,.634,.357,.091,.400,.386
Goran Dragić,.726,.349,.120,.129,.128,.274,.542,.696,.351,.411,.429,.408
Andre Drummond,.997,.814,.172,.010,.001,.003,.625,.682,.379,.250,.000,.000
Jared Dudley,.497,.098,.065,.065,.268,.503,.518,.659,.379,.517,.500,.360
Tim Duncan*,.994,.321,.296,.111,.265,.006,.493,.670,.451,.386,.371,.000
Mike Dunleavy,.581,.176,.065,.056,.286,.419,.467,.610,.360,.395,.416,.380
Kevin Durant,.709,.223,.150,.191,.145,.291,.549,.798,.417,.441,.445,.391
Shane Edwards,1.000,.667,.000,.333,.000,.000,.333,.500,,.000,,
Wayne Ellington,.532,.119,.071,.095,.246,.468,.448,.933,.111,.333,.355,.424
Monta Ellis,.836,.317,.160,.103,.257,.164,.474,.615,.377,.409,.387,.330
Melvin Ely,1.000,.167,.833,.000,.000,.000,.500,1.000,.400,,,
Jeremy Evans,.994,.458,.160,.114,.262,.006,.530,.704,.434,.421,.333,.000
Reggie Evans,1.000,.587,.373,.013,.027,.000,.473,.591,.339,.000,.000,
Reggie Evans,1.000,.661,.305,.017,.017,.000,.390,.487,.222,.000,.000,
Reggie Evans,1.000,.538,.418,.011,.033,.000,.527,.673,.395,.000,.000,
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Tyreke Evans,.894,.565,.211,.037,.081,.106,.461,.544,.354,.273,.247,.221
Kenneth Faried,.996,.517,.338,.082,.060,.004,.547,.691,.419,.388,.245,.000
Jordan Farmar,.560,.212,.091,.082,.176,.440,.397,.455,.303,.267,.438,.438
Vítor Luiz Faverani,.728,.381,.218,.068,.061,.272,.486,.589,.406,.400,.222,.300
Derrick Favors,.999,.479,.262,.181,.076,.001,.523,.696,.388,.370,.263,.000
Carrick Felix,.643,.429,.000,.143,.071,.357,.556,.833,,.000,.000,.400
Raymond Felton,.679,.245,.132,.081,.222,.321,.431,.550,.300,.429,.378,.318
Landry Fields,.925,.448,.343,.090,.045,.075,.435,.567,.391,.167,.000,.000
Derek Fisher,.366,.064,.078,.061,.163,.634,.402,.478,.250,.409,.441,.384
Evan Fournier,.564,.254,.165,.055,.090,.436,.453,.601,.333,.300,.347,.376
Randy Foye,.431,.145,.094,.040,.152,.569,.456,.606,.341,.286,.429,.380
Jamaal Franklin,.718,.308,.051,.077,.282,.282,.393,.583,.000,.000,.364,.455
Jimmer Fredette,.630,.106,.194,.137,.194,.370,.469,.750,.386,.516,.364,.476
Jimmer Fredette,.631,.106,.202,.131,.192,.369,.464,.714,.375,.577,.342,.493
Jimmer Fredette,.621,.103,.138,.172,.207,.379,.500,1.000,.500,.200,.500,.364
Enes Freedom,.999,.392,.283,.171,.154,.001,.492,.638,.415,.390,.374,.000
Joel Freeland,.988,.407,.204,.105,.265,.012,.481,.591,.364,.294,.488,.000
Channing Frye,.445,.117,.093,.068,.166,.555,.509,.615,.458,.547,.450,.370
Francisco García,.344,.173,.061,.041,.068,.656,.485,.667,.389,.250,.250,.358
Kevin Garnett*,.992,.163,.166,.169,.494,.008,.445,.603,.305,.467,.432,.000
Diante Garrett,.638,.162,.230,.132,.113,.362,.385,.535,.410,.314,.200,.375
Marc Gasol,.985,.188,.300,.269,.228,.015,.477,.739,.432,.440,.364,.182
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Pau Gasol,.984,.251,.341,.182,.210,.016,.483,.671,.437,.447,.366,.286
Rudy Gay,.833,.248,.228,.166,.191,.167,.481,.678,.390,.474,.338,.330
Rudy Gay,.824,.245,.224,.131,.224,.176,.391,.585,.213,.477,.307,.373
Rudy Gay,.836,.249,.230,.180,.178,.164,.516,.714,.459,.474,.353,.312
Alonzo Gee,.754,.394,.106,.114,.140,.246,.444,.613,.400,.296,.121,.328
Paul George,.633,.208,.084,.150,.191,.367,.458,.597,.360,.402,.392,.364
Taj Gibson,.992,.383,.194,.221,.194,.008,.483,.638,.356,.399,.397,.000
Manu Ginóbili*,.589,.298,.134,.070,.086,.411,.553,.717,.476,.386,.241,.349
Rudy Gobert,1.000,.784,.203,.014,.000,.000,.486,.586,.133,.000,,
Ryan Gomes,.750,.000,.125,.250,.375,.250,.500,,1.000,.500,.333,.000
Drew Gooden,.881,.301,.112,.105,.357,.119,.548,.721,.375,.333,.529,.412
Archie Goodwin,.784,.545,.168,.048,.024,.216,.542,.626,.357,.250,.500,.139
Ben Gordon,.731,.185,.120,.111,.315,.269,.367,.600,.308,.250,.294,.276
Eric Gordon,.684,.308,.154,.058,.163,.316,.456,.583,.286,.362,.414,.391
Marcin Gortat,.999,.390,.320,.215,.073,.001,.541,.753,.405,.425,.344,1.000
Danny Granger,.583,.205,.114,.094,.169,.417,.408,.540,.314,.241,.404,.336
Danny Granger,.578,.220,.112,.094,.152,.422,.380,.469,.360,.238,.353,.330
Danny Granger,.595,.167,.119,.095,.214,.405,.480,.786,.200,.250,.500,.353
Aaron Gray,.984,.377,.492,.098,.016,.016,.450,.522,.333,.667,1.000,.000
Aaron Gray,1.000,.667,.333,.000,.000,.000,.667,.500,1.000,,,
Aaron Gray,.983,.362,.500,.103,.017,.017,.439,.524,.310,.667,1.000,.000
Danny Green,.370,.125,.079,.063,.103,.630,.460,.698,.450,.219,.327,.415
Draymond Green,.641,.307,.139,.061,.133,.359,.449,.596,.250,.214,.426,.333
Gerald Green,.493,.143,.059,.122,.169,.507,.492,.681,.458,.374,.429,.400
Jeff Green,.662,.244,.148,.088,.182,.338,.448,.647,.376,.252,.333,.341
Willie Green,.554,.125,.114,.052,.262,.446,.407,.647,.355,.357,.324,.339
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Blake Griffin,.968,.407,.218,.076,.267,.032,.537,.743,.402,.398,.372,.273
Jorge Gutiérrez,.778,.352,.130,.037,.259,.222,.524,.737,.143,.500,.429,.250
Jordan Hamilton,.473,.168,.165,.064,.077,.527,.433,.540,.371,.417,.345,.354
Jordan Hamilton,.492,.181,.150,.079,.083,.508,.432,.500,.368,.400,.429,.349
Jordan Hamilton,.434,.139,.197,.033,.066,.566,.434,.647,.375,.500,.125,.362
Justin Hamilton,.550,.200,.200,.000,.150,.450,.545,.750,.750,,.000,.333
Justin Hamilton,,,,,,,,,,,,
Justin Hamilton,.550,.200,.200,.000,.150,.450,.545,.750,.750,,.000,.333
Tyler Hansbrough,.990,.531,.357,.031,.071,.010,.479,.567,.414,.167,.286,.000
Tim Hardaway Jr.,.479,.204,.054,.077,.144,.521,.498,.679,.162,.358,.444,.363
James Harden,.599,.273,.122,.079,.125,.401,.515,.632,.395,.463,.411,.366
Maurice Harkless,.681,.474,.112,.017,.079,.319,.502,.576,.296,.375,.368,.383
Josh Harrellson,.622,.402,.098,.012,.110,.378,.510,.545,.625,.000,.333,.387
Al Harrington,.517,.304,.106,.043,.063,.483,.449,.587,.227,.333,.231,.340
Devin Harris,.602,.276,.161,.071,.094,.398,.425,.557,.268,.333,.375,.307
Elias Harris,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,
Manny Harris,.714,.329,.171,.043,.171,.286,.420,.652,.083,.333,.333,.350
Mike Harris,.967,.213,.164,.148,.443,.033,.492,.923,.400,.444,.333,.000
Tobias Harris,.824,.293,.203,.113,.215,.176,.508,.705,.379,.420,.409,.254
Udonis Haslem,1.000,.507,.041,.089,.363,.000,.507,.649,.167,.308,.396,
Spencer Hawes,.651,.277,.206,.101,.067,.349,.478,.616,.341,.416,.424,.416
Spencer Hawes,.654,.292,.200,.101,.061,.346,.478,.602,.342,.424,.417,.399
Spencer Hawes,.646,.249,.219,.101,.077,.354,.479,.649,.338,.400,.435,.448
Chuck Hayes,.992,.438,.523,.031,.000,.008,.434,.561,.353,.000,,.000
Chuck Hayes,1.000,.375,.594,.031,.000,.000,.438,.583,.368,.000,,
Chuck Hayes,.990,.459,.500,.031,.000,.010,.433,.556,.347,.000,,.000
Gordon Hayward,.729,.209,.131,.093,.296,.271,.453,.625,.281,.438,.413,.304
Gerald Henderson,.876,.200,.102,.215,.359,.124,.445,.613,.379,.420,.386,.348
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Xavier Henry,.765,.322,.183,.052,.209,.235,.439,.550,.333,.222,.417,.346
John Henson,.998,.443,.424,.072,.059,.002,.539,.682,.461,.304,.316,.000
Roy Hibbert,.993,.245,.442,.155,.151,.007,.439,.546,.417,.402,.368,.400
J.J. Hickson,.988,.480,.278,.128,.101,.012,.514,.697,.357,.381,.242,.000
Nenê,.992,.375,.190,.224,.202,.008,.506,.677,.336,.398,.467,.200
George Hill,.578,.183,.136,.102,.156,.422,.497,.690,.548,.349,.323,.365
Jordan Hill,.998,.411,.363,.111,.113,.002,.550,.687,.487,.414,.390,.000
Solomon Hill,.425,.225,.100,.075,.025,.575,.588,.556,.500,1.000,.000,.304
Kirk Hinrich,.609,.132,.111,.039,.326,.391,.419,.549,.319,.250,.421,.351
Jrue Holiday,.830,.275,.183,.143,.229,.170,.459,.560,.349,.462,.423,.390
Ryan Hollins,1.000,.653,.306,.028,.014,.000,.736,.872,.455,.500,1.000,
Scotty Hopson,.500,.000,.250,.000,.250,.500,.000,,.000,,.000,.000
Al Horford,.974,.310,.198,.131,.336,.026,.572,.754,.470,.491,.496,.364
Dwight Howard,.991,.576,.393,.020,.003,.009,.594,.735,.408,.188,.500,.286
Robbie Hummel,.497,.073,.062,.090,.271,.503,.398,.692,.273,.563,.292,.360
Kris Humphries,.996,.286,.108,.234,.367,.004,.503,.636,.400,.426,.479,.000
Serge Ibaka,.939,.327,.150,.152,.309,.061,.546,.731,.381,.490,.457,.383
Andre Iguodala,.618,.301,.100,.087,.129,.382,.558,.725,.348,.425,.424,.354
Ersan İlyasova,.774,.299,.092,.102,.282,.226,.446,.549,.302,.339,.423,.282
Kyrie Irving,.722,.234,.100,.154,.233,.278,.458,.576,.371,.440,.389,.358
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Royal Ivey,.500,.000,.500,.000,.000,.500,.000,,.000,,,.000
Jarrett Jack,.735,.083,.168,.178,.307,.265,.435,.603,.479,.371,.402,.341
Reggie Jackson,.733,.286,.197,.116,.134,.267,.477,.599,.417,.387,.382,.339
Stephen Jackson,.462,.192,.115,.000,.154,.538,.417,.400,.667,,.250,.071
Bernard James,.957,.783,.130,.043,.000,.043,.500,.556,.333,.000,,.000
Damion James,.778,.111,.222,.111,.333,.222,.286,1.000,.000,.000,.333,.000
LeBron James,.774,.399,.123,.084,.168,.226,.622,.796,.554,.404,.366,.379
Mike James,.762,.000,.429,.000,.333,.238,.250,,.333,,.143,.200
Antawn Jamison,.554,.250,.109,.065,.130,.446,.412,.609,.300,.167,.250,.195
Othyus Jeffers,.667,.500,.000,.167,.000,.333,.750,1.000,,.000,,.000
Othyus Jeffers,.800,.600,.000,.200,.000,.200,.750,1.000,,.000,,.000
Othyus Jeffers,.000,.000,.000,.000,.000,1.000,,,,,,.000
Al Jefferson,.989,.289,.305,.192,.203,.011,.512,.681,.514,.428,.348,.200
