Player,pct_2P_2011,pct_0-3_2011,pct_3-10_2011,pct_10-16_2011,pct_16-3P_2011,pct_3P_2011,att_2P_2011,att_0-3_2011,att_3-10_2011,att_10-16_2011,att_16-3P_2011,att_3P_2011
Earl Barron,1.000,.333,.182,.182,.303,.000,.323,.485,.111,.333,.267,
Earl Barron,1.000,.314,.294,.157,.235,.000,.235,.500,.000,.500,.000,
Earl Barron,1.000,.378,.027,.243,.351,.000,.459,.500,1.000,.222,.538,
Earl Barron,1.000,.273,.182,.091,.455,.000,.273,.333,.500,.000,.200,
Brandon Bass,.997,.298,.132,.236,.332,.003,.516,.682,.388,.421,.486,.000
Tony Battie,.969,.198,.125,.240,.406,.031,.462,.789,.500,.435,.308,.667
Shane Battier,.475,.183,.232,.029,.031,.525,.525,.624,.475,.333,.500,.382
Shane Battier,.449,.167,.213,.034,.034,.551,.536,.647,.471,.357,.571,.391
Shane Battier,.584,.248,.307,.010,.020,.416,.492,.560,.484,.000,.000,.333
Nicolas Batum,.576,.286,.077,.051,.162,.424,.535,.680,.419,.317,.405,.345
Jerryd Bayless,.718,.306,.110,.060,.242,.282,.456,.570,.351,.290,.400,.336
Jerryd Bayless,.714,.204,.224,.143,.143,.286,.400,.600,.182,.286,.571,.214
Jerryd Bayless,.718,.316,.098,.051,.252,.282,.461,.568,.391,.292,.390,.348
Michael Beasley,.868,.193,.230,.176,.270,.132,.463,.658,.413,.397,.409,.366
Rodrigue Beaubois,.628,.296,.130,.063,.139,.372,.493,.667,.345,.357,.323,.301
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Marco Belinelli,.531,.132,.068,.072,.259,.469,.458,.604,.298,.400,.441,.414
Charlie Bell,.512,.070,.093,.070,.279,.488,.273,.333,.250,.000,.333,.286
Raja Bell,.587,.084,.041,.062,.400,.413,.449,.795,.263,.414,.401,.352
Mike Bibby,.396,.063,.028,.036,.269,.604,.417,.722,.375,.381,.355,.440
Mike Bibby,.420,.068,.034,.039,.279,.580,.427,.733,.400,.353,.366,.441
Mike Bibby,.556,.000,.000,.000,.556,.444,.200,,,,.200,.000
Mike Bibby,.302,.048,.008,.032,.214,.698,.395,.667,.000,.500,.333,.455
Andris Biedriņš,1.000,.538,.447,.015,.000,.000,.534,.643,.412,.250,,
Chauncey Billups,.543,.151,.072,.089,.230,.457,.448,.575,.439,.451,.366,.402
Chauncey Billups,.556,.140,.076,.080,.259,.444,.436,.600,.415,.419,.360,.441
Chauncey Billups,.516,.174,.062,.109,.171,.484,.474,.533,.500,.500,.386,.328
DeJuan Blair,.997,.563,.326,.091,.017,.003,.503,.622,.374,.264,.300,.000
Steve Blake,.369,.039,.078,.056,.196,.631,.327,.583,.125,.353,.350,.378
Andray Blatche,.981,.354,.228,.170,.229,.019,.449,.673,.280,.356,.342,.222
Eric Bledsoe,.761,.337,.198,.058,.169,.239,.470,.610,.333,.393,.378,.276
Keith Bogans,.228,.114,.039,.007,.068,.772,.486,.686,.333,.000,.286,.380
Andrew Bogut,.995,.411,.512,.063,.008,.005,.497,.656,.403,.298,.000,.000
Matt Bonner,.380,.084,.116,.070,.111,.620,.475,.710,.279,.462,.512,.457
Trevor Booker,.996,.569,.249,.055,.123,.004,.552,.708,.476,.143,.161,.000
Carlos Boozer,1.000,.383,.269,.206,.142,.000,.510,.673,.405,.448,.358,
Chris Bosh*,.976,.225,.213,.189,.348,.024,.502,.706,.431,.425,.457,.240
Earl Boykins,.798,.108,.168,.259,.264,.202,.459,.474,.492,.484,.409,.380
Craig Brackins,.688,.125,.250,.000,.313,.313,.364,.500,.000,,.600,.000
Avery Bradley,.925,.313,.060,.075,.478,.075,.371,.667,.250,.200,.219,.000
Elton Brand,.999,.198,.269,.409,.123,.001,.512,.660,.447,.509,.430,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Corey Brewer,.770,.311,.182,.080,.197,.230,.434,.599,.326,.333,.313,.268
Corey Brewer,.773,.288,.201,.087,.197,.227,.420,.611,.318,.342,.279,.263
Corey Brewer,.745,.510,.020,.020,.196,.255,.553,.538,1.000,.000,.600,.308
Ronnie Brewer,.937,.422,.082,.080,.354,.063,.498,.667,.343,.382,.358,.222
Jon Brockman,1.000,.660,.223,.085,.032,.000,.511,.581,.333,.500,.333,
Aaron Brooks,.598,.201,.135,.078,.184,.402,.427,.576,.291,.457,.352,.297
Aaron Brooks,.563,.199,.137,.088,.140,.437,.394,.532,.283,.382,.315,.284
Aaron Brooks,.665,.205,.130,.060,.270,.335,.481,.659,.308,.667,.389,.328
Derrick Brown,.924,.733,.107,.023,.061,.076,.570,.677,.214,.333,.000,.500
Derrick Brown,.947,.743,.115,.018,.071,.053,.561,.679,.231,.000,.000,.333
Derrick Brown,.778,.667,.056,.056,.000,.222,.643,.667,.000,1.000,,.750
Kwame Brown,1.000,.573,.280,.133,.013,.000,.517,.637,.371,.340,.200,
Shannon Brown,.670,.241,.084,.075,.271,.330,.462,.671,.426,.333,.322,.349
Kobe Bryant*,.783,.152,.190,.192,.249,.217,.487,.639,.490,.519,.368,.323
Chase Budinger,.582,.250,.125,.049,.159,.418,.497,.665,.378,.281,.394,.325
Caron Butler,.828,.172,.101,.159,.397,.172,.454,.585,.342,.383,.453,.431
Rasual Butler,.426,.076,.046,.072,.232,.574,.327,.500,.182,.353,.291,.338
Rasual Butler,.429,.080,.049,.071,.230,.571,.320,.500,.182,.313,.288,.326
Rasual Butler,.364,.000,.000,.091,.273,.636,.500,,,1.000,.333,.571
Andrew Bynum,1.000,.496,.446,.058,.000,.000,.574,.746,.418,.292,,
Will Bynum,.877,.401,.155,.084,.236,.123,.466,.595,.286,.294,.427,.320
José Calderón,.738,.206,.039,.091,.403,.262,.466,.610,.348,.426,.413,.365
Marcus Camby,.997,.466,.197,.126,.207,.003,.399,.518,.310,.216,.328,.000
Derrick Caracter,1.000,.439,.364,.167,.030,.000,.485,.621,.250,.636,.500,
Brian Cardinal,.130,.050,.000,.020,.060,.870,.077,.200,,.000,.000,.483
Rodney Carney,.655,.182,.164,.055,.255,.345,.403,.550,.278,.333,.393,.447
Rodney Carney,.654,.187,.159,.056,.252,.346,.400,.550,.235,.333,.407,.459
Rodney Carney,.667,.000,.333,.000,.333,.333,.500,,1.000,,.000,.000
DeMarre Carroll,1.000,.333,.250,.083,.333,.000,.333,.500,.333,1.000,.000,
DeMarre Carroll,1.000,.333,.222,.111,.333,.000,.444,.667,.500,1.000,.000,
DeMarre Carroll,1.000,.333,.333,.000,.333,.000,.000,.000,.000,,.000,
Matt Carroll,.769,.236,.030,.035,.467,.231,.471,.553,.167,.286,.462,.370
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Anthony Carter,.623,.189,.170,.057,.208,.377,.500,.800,.556,.000,.318,.300
Anthony Carter,.600,.133,.100,.033,.333,.400,.333,.750,.333,.000,.200,.333
Anthony Carter,.632,.211,.197,.066,.158,.368,.563,.813,.600,.000,.417,.286
Vince Carter,.640,.227,.143,.101,.169,.360,.479,.644,.433,.344,.377,.361
Vince Carter,.707,.278,.158,.105,.165,.293,.521,.649,.476,.500,.364,.346
Vince Carter,.611,.205,.136,.099,.171,.389,.458,.641,.412,.274,.383,.366
Omri Casspi,.548,.198,.159,.059,.132,.452,.445,.685,.345,.188,.319,.372
Mario Chalmers,.405,.111,.108,.054,.131,.595,.459,.581,.500,.238,.412,.359
Tyson Chandler,1.000,.727,.155,.025,.093,.000,.654,.730,.429,.700,.421,
Wilson Chandler,.664,.215,.155,.105,.189,.336,.501,.737,.345,.410,.411,.350
Wilson Chandler,.656,.232,.171,.096,.157,.344,.518,.764,.361,.412,.393,.351
Wilson Chandler,.689,.166,.108,.133,.282,.311,.452,.625,.269,.406,.441,.347
Josh Childress,.925,.710,.192,.005,.019,.075,.606,.678,.390,1.000,.000,.063
Earl Clark,.968,.392,.133,.076,.367,.032,.444,.661,.095,.250,.379,.000
Earl Clark,1.000,.355,.065,.032,.548,.000,.387,.455,.500,.000,.353,
Earl Clark,.961,.402,.150,.087,.323,.039,.459,.706,.053,.273,.390,.000
Jarron Collins,1.000,.333,.238,.143,.286,.000,.286,.714,.000,.000,.167,
Jarron Collins,1.000,.267,.267,.200,.267,.000,.333,1.000,.000,.000,.250,
Jarron Collins,1.000,.500,.167,.000,.333,.000,.167,.333,.000,,.000,
Jason Collins,.986,.380,.155,.085,.366,.014,.471,.630,.273,.167,.462,1.000
Sherron Collins,.600,.160,.120,.080,.240,.400,.333,.750,.000,.500,.167,.200
Darren Collison,.857,.249,.185,.179,.244,.143,.479,.627,.435,.423,.401,.331
Nick Collison,1.000,.570,.223,.037,.169,.000,.566,.710,.370,.333,.390,
Mike Conley,.772,.292,.197,.086,.197,.228,.466,.626,.346,.341,.404,.369
Brian Cook,.535,.159,.100,.100,.176,.465,.418,.667,.294,.176,.400,.430
Daequan Cook,.149,.022,.017,.017,.094,.851,.519,.500,.333,.667,.529,.422
Marcus Cousin,1.000,.000,.333,.333,.333,.000,.667,,.000,1.000,1.000,
DeMarcus Cousins,.982,.304,.349,.116,.214,.018,.435,.633,.323,.328,.395,.167
Jamal Crawford,.601,.134,.125,.080,.262,.399,.474,.615,.422,.400,.450,.341
Jordan Crawford,.744,.172,.148,.156,.268,.256,.427,.581,.351,.397,.388,.258
Jordan Crawford,.649,.221,.091,.078,.260,.351,.360,.353,.000,.167,.550,.333
Jordan Crawford,.761,.163,.158,.170,.270,.239,.438,.638,.388,.417,.360,.238
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Dante Cunningham,.972,.225,.123,.142,.483,.028,.473,.660,.345,.388,.443,.077
Dante Cunningham,.986,.244,.131,.151,.460,.014,.439,.620,.263,.386,.410,.000
Dante Cunningham,.950,.193,.110,.127,.519,.050,.529,.743,.500,.391,.489,.111
Stephen Curry,.675,.169,.117,.109,.280,.325,.498,.618,.439,.383,.495,.442
Samuel Dalembert,.996,.362,.300,.199,.136,.004,.474,.590,.371,.478,.390,.000
Erick Dampier,.989,.708,.225,.034,.022,.011,.591,.683,.400,.333,.000,.000
Antonio Daniels,.600,.000,.400,.000,.200,.400,.667,,1.000,,.000,.000
Marquis Daniels,.909,.444,.233,.134,.099,.091,.521,.680,.352,.419,.348,.190
Baron Davis,.655,.231,.193,.114,.117,.345,.458,.556,.425,.418,.358,.339
Baron Davis,.705,.262,.217,.113,.113,.295,.466,.563,.411,.483,.328,.296
Baron Davis,.511,.140,.124,.118,.129,.489,.429,.520,.500,.238,.435,.414
Ed Davis,1.000,.571,.252,.129,.048,.000,.576,.667,.521,.354,.389,
Glen Davis,.981,.286,.160,.134,.402,.019,.454,.646,.359,.439,.360,.133
Austin Daye,.635,.197,.106,.132,.200,.365,.415,.538,.380,.355,.351,.401
Carlos Delfino,.446,.166,.076,.053,.152,.554,.415,.471,.282,.407,.423,.370
Luol Deng,.712,.268,.158,.069,.217,.288,.506,.667,.456,.300,.410,.345
DeMar DeRozan,.955,.297,.170,.176,.312,.045,.485,.606,.474,.453,.392,.096
Boris Diaw,.708,.302,.194,.044,.168,.292,.553,.667,.500,.353,.462,.345
Ike Diogu,1.000,.547,.270,.061,.122,.000,.561,.741,.350,.444,.278,
DeSagana Diop,1.000,.333,.250,.208,.208,.000,.333,.500,.167,.400,.200,
Keyon Dooling,.549,.123,.085,.089,.252,.451,.439,.656,.341,.500,.344,.346
Joey Dorsey,1.000,.879,.121,.000,.000,.000,.525,.563,.250,,,
Toney Douglas,.493,.180,.113,.086,.114,.507,.460,.618,.353,.385,.372,.373
Chris Douglas-Roberts,.832,.322,.179,.095,.234,.168,.449,.534,.388,.385,.406,.326
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Zabian Dowdell,.920,.264,.096,.088,.472,.080,.417,.545,.167,.455,.390,.300
Goran Dragić,.649,.272,.156,.086,.134,.351,.476,.683,.290,.368,.339,.361
Goran Dragić,.680,.269,.155,.111,.146,.320,.488,.694,.306,.371,.391,.277
Goran Dragić,.568,.280,.160,.024,.104,.432,.437,.657,.250,.333,.154,.519
Jared Dudley,.598,.254,.081,.081,.181,.402,.519,.675,.333,.333,.465,.415
Chris Duhon,.597,.256,.217,.031,.093,.403,.468,.576,.429,.250,.333,.250
Tim Duncan*,.995,.254,.347,.185,.209,.005,.502,.742,.433,.355,.457,.000
Mike Dunleavy,.512,.165,.067,.060,.219,.488,.519,.663,.543,.323,.456,.402
Ronald Dupree,.750,.500,.000,.000,.250,.250,.333,.500,,,.000,.000
Kevin Durant,.731,.162,.113,.160,.296,.269,.504,.795,.414,.439,.413,.350
Devin Ebanks,.902,.373,.235,.118,.176,.098,.413,.579,.417,.167,.222,.400
Wayne Ellington,.695,.136,.139,.091,.330,.305,.406,.444,.309,.472,.412,.397
Monta Ellis,.765,.240,.133,.091,.300,.235,.478,.703,.377,.322,.390,.361
Francisco Elson,1.000,.230,.133,.159,.478,.000,.478,.615,.467,.611,.370,
Melvin Ely,1.000,.588,.275,.078,.059,.000,.549,.667,.429,.250,.333,
Semih Erden,1.000,.775,.198,.018,.009,.000,.559,.628,.318,.000,1.000,
Semih Erden,1.000,.814,.165,.010,.010,.000,.598,.658,.313,.000,1.000,
Semih Erden,1.000,.500,.429,.071,.000,.000,.286,.286,.333,.000,,
Jeremy Evans,.991,.661,.157,.104,.070,.009,.667,.763,.500,.333,.625,.000
Maurice Evans,.606,.259,.061,.097,.189,.394,.475,.573,.269,.561,.363,.329
Maurice Evans,.557,.224,.060,.075,.199,.443,.455,.533,.250,.467,.425,.315
Maurice Evans,.650,.291,.063,.117,.179,.350,.490,.600,.286,.615,.300,.346
Reggie Evans,.990,.689,.214,.029,.058,.010,.412,.507,.182,.333,.167,.000
Tyreke Evans,.841,.308,.257,.061,.215,.159,.432,.624,.304,.368,.328,.291
Patrick Ewing,.600,.000,.200,.200,.200,.400,.000,,.000,.000,.000,.000
Christian Eyenga,.703,.291,.147,.069,.196,.297,.488,.640,.311,.286,.467,.275
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Jordan Farmar,.533,.220,.117,.046,.151,.467,.421,.601,.263,.267,.327,.359
Derrick Favors,1.000,.577,.252,.091,.079,.000,.517,.646,.371,.342,.242,
Derrick Favors,1.000,.601,.254,.083,.062,.000,.511,.627,.386,.348,.118,
Derrick Favors,1.000,.529,.250,.107,.114,.000,.529,.689,.343,.333,.375,
Raymond Felton,.673,.218,.166,.058,.231,.327,.460,.580,.377,.379,.427,.353
Raymond Felton,.665,.213,.167,.061,.223,.335,.471,.585,.381,.388,.453,.328
Raymond Felton,.701,.235,.162,.044,.260,.299,.420,.563,.364,.333,.340,.459
Rudy Fernández,.372,.155,.059,.052,.106,.628,.453,.640,.206,.300,.393,.321
Kyrylo Fesenko,.990,.450,.410,.040,.090,.010,.444,.600,.366,.000,.222,.000
Landry Fields,.636,.349,.151,.037,.100,.364,.556,.729,.297,.318,.433,.393
Derek Fisher,.699,.121,.102,.098,.378,.301,.386,.516,.315,.288,.390,.396
Jonny Flynn,.662,.132,.169,.091,.270,.338,.393,.513,.360,.407,.350,.310
Gary Forbes,.788,.432,.245,.051,.059,.212,.488,.627,.299,.357,.375,.328
T.J. Ford,.864,.203,.165,.199,.297,.136,.417,.458,.359,.362,.457,.188
Jeff Foster,.982,.617,.174,.042,.150,.018,.488,.544,.483,.286,.320,.000
Randy Foye,.591,.128,.104,.041,.318,.409,.430,.618,.327,.318,.402,.327
Channing Frye,.470,.078,.095,.052,.245,.530,.479,.708,.544,.395,.399,.390
Dan Gadzuric,.992,.457,.302,.101,.132,.008,.422,.559,.333,.231,.294,.000
Dan Gadzuric,.989,.500,.284,.068,.136,.011,.425,.523,.320,.167,.417,.000
Dan Gadzuric,1.000,.366,.341,.171,.122,.000,.415,.667,.357,.286,.000,
Sundiata Gaines,.638,.257,.133,.038,.210,.362,.493,.704,.143,.000,.545,.237
Sundiata Gaines,.727,.273,.182,.045,.227,.273,.313,.667,.000,.000,.200,.333
Sundiata Gaines,.571,.286,.114,.057,.114,.429,.600,.700,.250,.000,1.000,.200
Sundiata Gaines,.646,.229,.125,.021,.271,.354,.516,.727,.167,.000,.538,.235
Danilo Gallinari,.542,.231,.111,.045,.155,.458,.467,.662,.310,.276,.343,.352
Danilo Gallinari,.530,.206,.118,.043,.163,.470,.474,.724,.283,.227,.361,.347
Danilo Gallinari,.588,.328,.084,.053,.122,.412,.442,.512,.455,.429,.250,.370
Francisco García,.528,.160,.065,.067,.236,.472,.502,.803,.258,.406,.393,.362
Kevin Garnett*,.994,.263,.208,.137,.386,.006,.530,.741,.409,.460,.476,.200
Marc Gasol,.990,.331,.444,.123,.091,.010,.528,.729,.433,.400,.429,.429
Pau Gasol,.997,.313,.346,.195,.144,.003,.530,.695,.429,.450,.522,.333
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Rudy Gay,.834,.221,.180,.193,.241,.166,.486,.672,.410,.452,.397,.396
Alonzo Gee,.807,.508,.182,.030,.087,.193,.488,.604,.271,.250,.348,.333
Alonzo Gee,1.000,.333,.667,.000,.000,.000,.333,.000,.500,,,
Alonzo Gee,.926,.667,.185,.037,.037,.074,.480,.556,.200,.000,1.000,.000
Alonzo Gee,.791,.491,.175,.030,.094,.209,.492,.617,.268,.286,.318,.347
Paul George,.651,.301,.096,.104,.149,.349,.537,.655,.368,.439,.475,.297
Daniel Gibson,.556,.145,.136,.064,.211,.444,.398,.427,.344,.429,.403,.403
Taj Gibson,.984,.386,.175,.169,.253,.016,.472,.644,.352,.365,.362,.125
Manu Ginóbili*,.567,.215,.158,.071,.123,.433,.497,.639,.416,.500,.352,.349
Ryan Gomes,.582,.129,.059,.075,.319,.418,.459,.615,.433,.368,.422,.341
Drew Gooden,.945,.268,.166,.113,.398,.055,.447,.598,.283,.366,.438,.150
Ben Gordon,.655,.148,.082,.066,.358,.345,.460,.579,.381,.373,.446,.402
Eric Gordon,.693,.278,.199,.054,.162,.307,.488,.663,.365,.412,.364,.364
Marcin Gortat,.993,.439,.323,.148,.083,.007,.563,.743,.400,.494,.360,.250
Marcin Gortat,1.000,.457,.321,.160,.062,.000,.543,.730,.346,.462,.400,
Marcin Gortat,.992,.437,.324,.146,.086,.008,.566,.746,.408,.500,.356,.250
Joey Graham,.832,.190,.190,.179,.274,.168,.490,.676,.412,.406,.469,.300
Stephen Graham,.895,.165,.130,.080,.520,.105,.425,.545,.423,.500,.375,.238
Danny Granger,.677,.210,.146,.091,.230,.323,.443,.614,.370,.383,.359,.386
Aaron Gray,1.000,.657,.293,.051,.000,.000,.566,.646,.483,.000,,
Danny Green,.457,.143,.114,.086,.114,.543,.625,.600,.750,.333,.750,.368
Jeff Green,.743,.274,.238,.082,.149,.257,.499,.698,.359,.299,.467,.303
Jeff Green,.702,.246,.233,.081,.142,.298,.493,.743,.361,.240,.420,.304
Jeff Green,.866,.361,.252,.084,.168,.134,.514,.603,.353,.471,.588,.296
Willie Green,.745,.107,.177,.149,.312,.255,.476,.692,.417,.462,.442,.348
Donté Greene,.601,.223,.155,.085,.137,.399,.478,.744,.350,.242,.340,.292
Orien Greene,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
Blake Griffin,.983,.408,.318,.102,.154,.017,.510,.689,.432,.298,.335,.292
Hamed Haddadi,.983,.466,.448,.052,.017,.017,.526,.704,.423,.000,.000,.000
Richard Hamilton,.785,.091,.119,.273,.303,.215,.442,.754,.425,.383,.409,.382
Tyler Hansbrough,.997,.258,.212,.173,.354,.003,.466,.601,.392,.387,.452,.000
Luke Harangody,.680,.228,.039,.092,.320,.320,.450,.532,.000,.368,.470,.242
Luke Harangody,.859,.296,.042,.113,.408,.141,.426,.476,.000,.250,.483,.200
Luke Harangody,.585,.193,.037,.081,.274,.415,.468,.577,.000,.455,.459,.250
James Harden,.526,.300,.073,.026,.127,.474,.514,.624,.280,.444,.402,.349
Al Harrington,.514,.289,.098,.047,.080,.486,.473,.590,.333,.313,.315,.357
Devin Harris,.779,.314,.189,.106,.170,.221,.450,.537,.396,.360,.406,.322
Devin Harris,.820,.306,.219,.111,.185,.180,.452,.540,.388,.397,.416,.300
Devin Harris,.652,.338,.100,.090,.124,.348,.443,.529,.450,.222,.360,.357
Manny Harris,.682,.318,.187,.038,.138,.318,.376,.533,.241,.182,.250,.370
Mike Harris,1.000,.333,.333,.000,.333,.000,.500,.500,.500,,.500,
Udonis Haslem,1.000,.174,.128,.244,.453,.000,.512,.733,.273,.571,.462,
Spencer Hawes,.935,.312,.236,.160,.227,.065,.480,.621,.425,.330,.450,.243
Chuck Hayes,.996,.644,.333,.019,.000,.004,.529,.611,.390,.222,,.000
Gordon Hayward,.747,.304,.082,.055,.307,.253,.489,.640,.333,.438,.389,.473
Lazar Hayward,.610,.214,.221,.058,.117,.390,.404,.545,.294,.222,.444,.283
Brendan Haywood,.996,.677,.247,.054,.018,.004,.577,.715,.273,.417,.000,.000
Luther Head,.610,.146,.183,.037,.244,.390,.430,.667,.367,.333,.350,.391
Gerald Henderson,.937,.274,.121,.111,.432,.063,.472,.647,.261,.413,.435,.194
Xavier Henry,.894,.256,.138,.069,.431,.106,.441,.610,.409,.364,.362,.118
Roy Hibbert,.996,.292,.433,.133,.138,.004,.463,.658,.400,.381,.325,.000
Player,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P
J.J. Hickson,.995,.453,.207,.135,.200,.005,.461,.618,.345,.325,.316,.000
Nenê,.992,.648,.170,.061,.113,.008,.618,.715,.441,.325,.486,.200
George Hill,.678,.212,.190,.114,.163,.322,.490,.604,.475,.472,.369,.377
Grant Hill*,.862,.238,.179,.246,.199,.138,.498,.724,.399,.433,.396,.395
Jordan Hill,.994,.352,.361,.136,.145,.006,.494,.685,.402,.375,.373,.000
Kirk Hinrich,.698,.116,.114,.096,.372,.302,.467,.639,.493,.467,.405,.399
Kirk Hinrich,.744,.128,.139,.100,.377,.256,.475,.679,.508,.500,.388,.384
Kirk Hinrich,.589,.086,.054,.086,.362,.411,.440,.500,.400,.375,.448,.421
Jrue Holiday,.778,.265,.182,.144,.186,.222,.470,.600,.346,.389,.468,.365
Ryan Hollins,1.000,.639,.201,.105,.055,.000,.598,.743,.250,.348,.667,
Al Horford,.996,.231,.244,.150,.370,.004,.557,.761,.449,.486,.531,.500
Eddie House,.455,.034,.019,.056,.346,.545,.411,.455,.833,.333,.396,.389
Dwight Howard,.993,.495,.385,.096,.017,.007,.597,.752,.453,.380,.556,.000
Josh Howard,.821,.130,.191,.130,.370,.179,.383,.476,.387,.333,.367,.241
Juwan Howard,1.000,.120,.264,.160,.456,.000,.440,.600,.455,.350,.421,
Lester Hudson,.375,.125,.042,.000,.208,.625,.222,.333,.000,,.200,.267
Kris Humphries,.998,.472,.256,.148,.123,.002,.527,.687,.389,.326,.444,.000
Serge Ibaka,.998,.407,.191,.157,.243,.002,.544,.741,.373,.412,.433,.000
Andre Iguodala,.762,.257,.078,.119,.308,.238,.479,.744,.254,.356,.363,.337
